year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,19436,007 북경특급 2,코미디, 액션,주성치, 곡덕소,주성치,옛날 중국에선 황제의 보위를 위해 비밀 훈련을 받은 네 인물을 뽑아 보룡일족이라고 불렀다. 보룡일족 네 사람인 공, 희, 발, 제 네사람 중 공, 희, 제는 무술에 관한한 나라안의 최고 귀재였지만 발만은 무술에는 문외한이다. 원래 지방의 의사였던 발은 머리를 짜내 황제에게 바칠 발명품들을 만들어냈다. 암행어사 마패모양의 자석 방어기구와 황제를 위한 초대형 선풍기가 그것. 그러나 황상은 그를 중히 여기지 않고, 다만 발에게 신분을 숨기고 민심을 살피는 임무를 주는데……,,,,,,,,,,,,,,,,,,,,,,,,
2014,123014,설계,스릴러,박창진,신은경, 오인혜, 이기영,세상에 제일 독한 사채업자로 알려진 그녀 세희.   너무나 악랄한 방법으로 돈을 빌려간 사람에게서 돈을 뜯고, 돈을 위해서라면 남자를 유혹 그 집안을 파탄 내고 남자를 폐인으로 만들고, 돈을 갚으려는 사람에게서도 담보로 걸린 물건이 좋으면, 갖은 핑계로 돈을 못 갚게 하거나 다른 모사를 꾸며 물건을 자기 소유로 돌리는 악독한 그녀.  그런 그녀 곁에 두 남자가 있다. 한 명은 그녀의 돈 줄과 그녀의 사업 뒷 배경이 되 주었던 인호,   한 명은 그녀의 모든 사랑을 받는 지극히 평범한 사내 연우.   하지만, 자신의 심복인 민영에게 이 두 사람을 모두 빼앗기게 되고 세상의 모든 일에는 그만큼의 댓가가 따른다는 것을 뒤 늦게 알게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,
2014,107030,성범죄 수사대,액션, 코미디,맥영린,두문택, 여문락, 증국상,성범죄수사대(SDU)는 홍콩 결찰의 엘리트만 모인 특수부대이다. 하지만 최고가 되기 위해서는 항상 난관이 존재한다! 이들 또한 미인에 열광하고 사랑을 갈구하는 색기충만 늑대남이라는 것!   미녀들과 함께하는 화끈한 주말을 꿈꾸며 밀수선을 타고 마카오로 떠난 성범죄수사대 B팀. 유혹으로 가득한 마카오에서 과연 그들은 사건을 해결할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123048,성인돌의 향기,에로,칸바라 이쿠토,니이오 키리코,건강 문제를 핑계로 일도 안 하고 돈만 가져가는 남편. 그런 남편의 권유로 매춘일을 시작한 히토미. 낯선 남자들과 시간을 보내고 돈을 벌어 오지만 그 돈마저 남편에게 빼앗기고 만다. 그러던 어느 날 다정하고 인간적인 손님 아즈마를 만난 후 그녀의 인생은 변하게 된다. 그녀에게 폭력을 휘두르고 억지로 범하는 남편과 헤어지고 아즈마와 새로운 인생을 시작하는 히토미.   우연히 마주친 미모의 여인에게 끌려 그녀가 운영하는 꽃꽂이 교실을 방문한 영업 사원.   그는 매일 그녀와의 달콤한 정사를 꿈꾸지만, 사실 그녀는 의붓아들과 깊은 관계에 빠져 있었다. 우연히 그 사실을 알게 된 그는 그녀와 꿈같은 정사를 나누게 되지만 결국 그녀는 의붓아들을 따라 자취를 감추고 만다.   어렸을 때부터 친하게 지내던 유키 누나를 짝사랑하던 슌. 유키의 도쿄 취업이 결정된 후 마음을 고백하며 뜨거운 정사를 나누지만 결국 유키는 도쿄로 떠나간다. 그리고 외로워하던 중 유키의 동생 미호의 고백에 마음이 흔들려 그녀와 결국 관계를 가지고 만다. 그 후 미호의 임신했다는 말에 그녀와 결혼하지만 그는 거짓말이었고, 그는 결혼 생활 중 다시는 그녀와 관계를 가지지 않는다. 그리고 견디다 못 한 미호는 집을 나가고, 걱정이 돼서 찾아온 유키 앞에서 그의 숨겨왔던 감정도 폭발한다. 그리고 다시 맺어지는 두 사람.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134613,성탄특집 천상의 엄마,,,,부산시 암남동에 자리한 마리아수녀회. 그곳에는 수도자의 삶을 살아가는 80여 명의 수녀들이 있다. 그러나 그녀들에게 붙여진 이름은 '수도자'가 아니라 '엄마'다. 그녀들이 키우는 600명의 아이들 때문이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134612,성탄특집 클래식, 캐럴을 만나다,,,윤건,세계적인 아티스트들이 크리스마스의 추억과 온기를 전하는 고품격 무대를 보여주는 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,121727,세계정복 - 모략의 즈베즈다,판타지, 드라마,오카무라 텐사이,쿠노 미사키, 하나에 나츠키, 이치미치 마오,옛 지도자들이 꿈에 그렸던 세계정복은 망상일 뿐이었다.  세계정복이란 지금까지 어느 누구도 이룩하지 못한 영광.    한 꼬마 소녀, 호시미야 케이트가 이룩하기 전 까지는  그것이 얼마나 두렵고 찬란한 행위인지 아는 자는 없었다.    - 우리 즈베즈다의 위광을 온 세계에!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,87312,세븐 싸이코패스,코미디, 범죄, 스릴러,마틴 맥도나,콜린 파렐, 샘 록웰, 우디 해럴슨,시나리오 작가 ‘마티’(콜린 파렐)는 일곱 명의 싸이코패스가 등장하는 영화의 시나리오를 구상하는 데 골머리를 앓고 있다. 보다 못해, 그의 친구이자 강아지 납치 후 주인에게 돌려주고 현상금을 받아 챙기는 사기꾼 ‘빌리’(샘 록웰)는 친구를 도울 생각으로 전국에 싸이코패스를 찾는다는 신문공고를 낸다. 그리고 실제로 시나리오를 완성하기 위해 ‘마티’와 ‘빌리’ 그리고 ‘빌리’의 범죄 파트너인 ‘한스’(크리스토퍼 월켄)는 직접 싸이코패스를 찾아 나서기 시작한다.  하지만 시나리오를 위해 뭉친 3인방은 듣도 보도 못한 싸이코패스들의 향연에, 설상가상으로 ‘빌리’가 자신의 개를 납치했다고 믿는 냉혈한 조직보스의 추격까지 받으며 한치 앞도 알 수 없는 위기 속에 빠지게 되는데…    과연 이들은 무사히 싸이코패스 모집에 성공하고, 시나리오를 완성할 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,
2014,98275,세이빙 MR.뱅크스,코미디, 드라마,존 리 행콕,엠마 톰슨, 톰 행크스, 콜린 파렐,딸들이 어릴 적부터 좋아했던 명작 '메리 포핀스'를 영화화하겠다는 약속을 지키기 위해 원작자 P.L 트래버스 부인(엠마 톰슨)을 20년 동안 쫓아다닌 월트 디즈니(톰 행크스)는 그녀를 미국 월트 디즈니 社로 초대한다.    뮤지컬 영화로 만들겠다는 제작진과의 의견차와 영화화 작업을 통해 어릴 적 아버지(콜린 파렐)에 대한 기억이 자꾸만 떠올라 힘들어하는 트래버스 부인은 2주라는 짧은 시간 사이에 월트 디즈니와 뜻하지 않는 교감을 하게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,127960,세인트 앤 솔저: 최강전차부대,액션, 드라마, 전쟁,라이언 리틀,애덤 그레고리, 바트 존슨, 매튜 미스,제2차 세계대전 말, 도무지 끝날 기미가 보이지 않는 전쟁으로 인해 부대원들의 사기는 갈수록 저하된다. 독일군의 무자비한 공격이 계속되는 가운데, 전차 부대의 병장 제스는 어떻게든 대원들을 이끌고 전쟁을 종결시켜야겠다고 굳게 마음을 먹는다. 자신의 명령조차 거부하는 부대원들과 함께 단 한 대의 전차로 수백 대의 탱크를 제압하기 위해 제스는 필살의 전략을 세우기 시작한다.,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,126306,섹시바의 비밀,에로,칸바라 이쿠토,하라이시 카즈미,바(baR)경영이 어려워진 오너에게 주인 사모님이 융자를 빌미로 치욕스러운 노예가 될 것을 강요하고 그녀의 요구에 따르던 오너는 결국 분노를 참지 못해 그녀를 격렬하게 범하게 되는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,115245,셔틀콕,미스터리, 멜로/로맨스,이유빈,이주승, 김태용, 공예지,재혼한 부모님이 한날 한시에 교통 사고로 세상을 떠난 후 사망보험금 1억 원이 세 남매에게 남겨진다. 하지만 피 한 방울 섞이지 않은 누나 은주가 남은 돈을 갖고 사라지고 잘하는 건 반항 밖에 없는 열여덟 민재는 배신감에 치를 떨며 그녀의 행방을 수소문한다. 그러던 중 우연히 누나를 꼭 닮은 여자의 모습이 담긴 유튜브 동영상을 접하게 되는 민재. 망설일 것도 없이 동영상 속 남해의 작은 마트를 찾아 고물차를 끌고 길을 나선다. 뒷좌석에 말썽쟁이 남동생 은호가 타고 있는 줄도 모른 채.   서울에서 당진으로, 서산에서 전주로, 그리고 종착지 남해로 이어지는 짧고도 긴 여정. 이 길의 끝에서 소년들은 과연 누나를 만날 수 있을까?     혼자선 연습도 못하는 첫사랑이 봄의 미열과 함께 시작된다,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122183,셰어하우스,,,손호영, 최희, 이상민,1인 싱글 가구 453만 명의 시대  '함께'가 아닌 '개인'의 삶이 편해진 세상    지금 우리는 누군가와 밥을 먹고  누구의 목소리를 들어주고  누구에게 마음을 털어놓고 있을까.    이곳에 당신을 위한 '셰어하우스'가 있다.  사람과 사랑에 상처 받은 이들이 쉬어가는 곳  따뜻한 밥 한 끼로 마음의 온기를 나누는 곳    나의 두 번째 식구를 만나다,  셰어하우스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,121611,셰프의 야식 시즌2,,,홍석천,레스토랑 영업이 끝난 시각! 셰프는 어떤 모습일까? 다양한 꽃미남 셰프들과의 설레는 만남! 그리고 시즌2에서만 맛볼 수 있는 꽃셰프들의 야식 대결! 셰프의 냉장고 속, 남은 재료로 두 셰프가 동시에 만드는 세상에 하나뿐인 셰프의 야식 大공개! 릴레이로 이어지는 100% 리얼 야식 대결이 펼쳐진다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123098,소녀 리오의 욕망,멜로/로맨스,후지와라 켄이치,니시노 쇼, 나카미츠 세이지, 나쯔카와 아사키,오늘도 사랑하는 덤프트럭을 몰고 도로를 달리는 여장부 리오. 그러나 동거하는 남자 친구  오사무는 도박에 빠져서 리오의 돈을 다 날리고 리오는 설상가상으로 임신까지 하여  앞 일이 깜깜하게 된다. 아이를 지우려는 리오 앞에 어느 날 살인으로 수배중인 토우야마가 나타나 리오의 덤프트럭에 올라타 10년 전 버린 딸이 사는 요코하마로 가자고 협박한다.  한편 십년 전 사라진 토우야마를 쫓아 두 형사가 요코하마로 쫓아온다.  공포에 질린 리오지만 토우야마가 말기암으로 얼마 살지 못한다는 걸 알고는  딸과의 재회를 돕게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,120513,소녀괴담,공포, 스릴러,오인천,강하늘, 김소은,귀신을 보는 특별한 능력을 가졌지만 어린 시절 죽은 친구를 본 기억으로 고향을 떠나 늘 외톨이로 지내온 소년 인수(강하늘). 외로움에 지쳐 다시 퇴마사 삼촌 선일(김정태)이 있는 시골집으로 돌아오지만, 인수를 괴롭히는 초등학교 동창 해철(박두식) 때문에 전학 온 학교 생활도 순탄치 않다.    그러던 어느 날, 기억을 잃고 학교를 맴도는 또래의 소녀귀신(김소은)을 만난 인수는 조금은 특별한 그녀와의 우정을 쌓으면서 점차 마음을 열게 되고, 저주라고 생각했던 자신의 능력에 대해서도 조금씩 받아들이게 된다.    한편, 학교에서는 정체불명의 핏빛 마스크 괴담이 떠도는 가운데 반 친구들이 하나둘씩 사라지는 의문의 실종사건이 발생한다. 사건을 쫓던 인수는 소녀귀신조차 두려워 하는 괴담 속 마스크 귀신과 그녀의 관계에 얽힌 끔찍한 비밀을 점차 알아가기 시작하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,124736,소년, 소녀 그리고 바다,멜로/로맨스,가와세 나오미,무라카미 니지로, 요시나가 준,8월 대보름 축제가 한창인 아마미 섬.  보름달이 뜬 밤바다에 시체 한 구가 떠오른다.  사건일까? 사고일까? 떠들썩해진 섬 사람들 사이에서  뭔가를 감추고 있는 듯한 ‘카이토’가 의심스러운 ‘쿄코’.    한편, 죽음을 앞둔 엄마와의 이별을 준비중인 ‘쿄코’는  유일한 친구인 ‘카이토’에게 의지하려 하지만,  그날 이후 어쩐지 냉랭해진 그가 원망스럽기만 하다.    그러던 어느 날 밤, 거센 태풍이 섬 전체를 덮치고  두 사람은 지금껏 경험하지 못했던 눈부신 순간을 맞이하게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,100041,소리굽쇠,드라마, 가족,추상록,조안, 김민상, 이옥희,일제강점기 방직공장에 취직시켜준다는 거짓말에 속아 중국으로 끌려간 소녀 ‘귀임(이옥희)’.  2차 세계대전이 끝나고 해방이 됐지만, 고국으로 돌아오지 못한 ‘귀임’은 모두의 기억 속에서 잊혀진 채 조선족 할머니가 되었다.  70년간 중국 땅에서 통한의 삶을 살아온 ‘귀임’ 할머니의 유일한 희망은 바로 손녀 ‘향옥(조안)’이다.  한국으로 어학연수를 떠나게 된 손녀 ‘향옥’이 할머니를 고향 땅에 모셔오겠다는 부푼 꿈을 안고 떠난 후,  ‘귀임’ 할머니는 홀로 중국에 남아 손녀의 소식을 간절히 기다리는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,106361,소림사 2014,드라마, 액션, 판타지,나영창,유승준, 팝핀현준, 석행우,2차 세계 대전, 중국의 계속되는 저항을 막기 위해 일본의 고수들이 총출동한다.  그들에게 짓밟힌 자존심과 잃어버린 땅의 평화를 되찾기 위해  소림사에 은둔해 있던 최고의 무술 강호들이 다시 모습을 드러내기 시작한다.  살고 싶다면 죽여야만 한다! 목숨을 건 서바이벌이 지금 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,127722,소원을 말해봐,,,오현경,외모로 인한 콤플렉스 때문에 고통받고 있는 여성들의 변신을 통해 제2의 삶을 살게 해주는 메이크오버 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123479,소원을 말해봐,,최원석, 이재진,기태영, 오지은, 유호린,한 신부가 불의의 사고로 식물인간이 된 것도 모자라 공금횡령범이라는 누명을 쓴 남편의 결백을 밝히기 위해 고군분투하는 이야기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129604,소원을 말해요,,,김성주, 희철, 김재경,SNS로 모두가 하나 되어 만드는 어메이징 소원성취 프로젝트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122409,소치 2014 특집 별을 쏘다,다큐멘터리,,,소치 2014 동계올림픽 특집 다큐멘터리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129341,속사정 쌀롱,,,윤종신, 진중권, 장동민,우리 주변의 일상 속에서 발견되는 인간의 다양한 심리를 간단한 심리 실험을 통해 확인하는 인간 심리 토크쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,114386,솔로,공포, 스릴러,이삭 크래빗,애니 클라크, 다니엘 캐쉬, 리처드 클라킨,여름 방학을 맞아 아일랜드의 무인도로 홀로 캠프를 떠나는 17살의 줄리안은 아무도 없는 외딴 섬에서 카운슬러로 그녀만의 캠프를 시작한다. 도착한 작은 섬에서 자꾸만 느껴지는 인기척, 그리고 풀숲에 나뒹굴고 있는 기이한 인형까지.. 아무도 없다고 생각했던 무인도에서 뭔가 불길한 기운을 느끼는 그녀. 하지만 그것은 줄리안의 캠프를 몰래 따라온 친구의 장난이었고 줄리안은 다시 안심한다. 하지만 안심한 순간, 피투성이가 되어 나타난 줄리안의 친구. 줄리안은 자신들을 노리는 누군가가 이 섬에 있다는 것을 알게 된다. 도망치려 할수록 마주하게 되는 진실과 그 섬에서 죽어 간 또 다른 소녀. 그리고 서서히 밝혀지는 비밀. 그들은 왜 그녀를 죽이려고 하는 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122521,쇼 미 더 머니 3,,고익조,김진표, 양동근, 더 콰이엇,실력 있는 래퍼들을 발굴하고 이들을 대중들에게 알리는 등용문이 될 수 있도록 기획된 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,112029,쇼트피스,애니메이션,오토모 가츠히로, 모리타 슈헤이, 안도 히로아키,하야미 사오리, 야마데라 코이치,[구십구]  18세기. 산 속을 헤매던 나그네는 갑작스럽게 폭풍우를 만나 길을 잃고 헤매다가 오래 된 사당을 발견하게 된다. 비를 피하기 위해 들어간 사당은 돌연 다른 세계의 방으로 변화한다. 버려진 우산, 더 이상 입지 않게 된 옷의 정령들 등 방은 여러 모습으로 변화하며 나그네를 혼란에 빠트리는데…    [화요진]  17세기 에도시대. 상인의 딸 오와카와는 소꿉친구 마쓰키치를 좋아하지만 집안은 그녀를 다른 남자와 혼인을 시키려하고 한다. 마쓰키치는 그런 오와카와의 마음도 모른 채 소방관이 되겠다며 집을 나간다. 결혼을 앞두고 마음이 뒤숭숭한 오와카와는 마쓰키치를 만나기 위해 집에 불을 지르는데…    [감보]  16세기 전국시대 말기. 도호쿠 지방의 산 안에 있는 촌락에 붉은 도깨비 형상의 괴물이 나타나 밤마다 마을에 있는 처녀들을 끌고 간다. 결국 마을에 남은 처녀라고는 어린 소녀 ‘기오’뿐. 산 속으로 도망 친 ‘가오’는 그 곳에서 사람의 말을 이해하는 백곰 ‘감보’를 만나 도움을 요청하는데…    [무기여 잘 있거라]  근 미래 도쿄. 사막 안에 폐허로 변한 도시를 프로텍션 슈트로 무장한 5명의 소대가 찾아 온다. 그들은 한 대의 전차형 무인병기와 전투를 벌이게 된다. 하지만 일은 점차 예상치 못한 방향으로 틀어지게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,
