year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2015,114225,하트 오브 더 씨,액션, 모험, 드라마,론 하워드,크리스 헴스워스, 킬리언 머피, 벤 위쇼,어두운 밤, 허먼 멜빌은 급한 발걸음으로 누군가의 집을 찾는다. 그는 바로 94일간 7,200km 표류했던 21명의 조난대원들 중 살아남은 8명 중 한 사람. 허먼 멜빌의 끈질긴 요청과 부인의 간곡한 부탁으로 그는 누구에게도 이야기하지 않았던, 지옥과도 같았던 그 때의 기억을 조심스레 꺼낸다.  1819년 여름, 포경선 에식스호는 낸터킷 섬에서 항해에 올랐다. 그러나 15개월 뒤, 남태평양의 한가운데서 길이 30m, 무게 80톤의 성난 향유고래의 공격을 당하면서 238톤의 배가 단 10분 만에 침몰한다. 침몰한 배에서 살아 남은 21명의 선원들은 3개의 보트에 나눠 타고 육지를 찾아 나서지만 남아있던 건빵도 식수도 떨어져 간다. 가족보다 더욱 끈끈했던 그들은 거친 폭풍우와 절망, 고독, 양심과 싸우면서 먹을 것도, 희망도 없는 망망대해에서 살아남기 위해 인간으로서 가장 비극적인 선택을 해야만 하는데…,,,,,,,
2015,138857,하트어택,,,티파니, 이철우,시청자의 취향을 저격하는 신개념 트렌드 프로그램이 온다. 누구나 SNS로 자신의 라이프 스타일을 공유하는 지금! 가장 핫한 트렌드 정보로 가득한 SNS를 통해 다양한 분야의 셀럽들을 낱낱이 탐색! 패션, 뷰티, 음악에 이르기까지, 훔치고 싶은 스타들의 리얼 라이프 스타일을 통해 더욱 밀접하고 발 빠른 트렌드 정보를 공유한다! 대중들을 트렌드 세터로 이끄는, 본격! 내손안에 트렌드 프로그램!,,,,,,,,,,,,,,,
2015,129190,하트투하트,드라마,이윤정,최강희, 천정명, 안소희,주목받아야 사는 환자 강박증 의사 '고이석'과 주목받으면 죽는 대인기피성 안면홍조증 환자 '차홍도'의 멘탈 치유 로맨스,,,,,,,,,,,,,,,,,,
2015,136032,학교괴담 : 저주의 언령,미스터리, 공포,오치아이 마사유키,코니시 아야노, 야마베 미유, 나카에 유리,엄마의 기일, 시오리는 이상한 소리에 눈을 뜬다. 그 소리는 1988년에 발행된 10원짜리 동전 4개가 찰랑거리는 소리였다. 엄마의 일기장에서 1988년 오늘, 가스사고로 엄마의 같은 반 친구들이 죽었음을 알게 된 시오리는 며칠 뒤 철거 예정인 엄마의 모교를 찾아간다.     한편, 학교에서는 1학년 3반의 아야노, 미유, 유리, 메이 가 친구들과 함께 지금은 폐쇄된 1학년 4반 교실에 대한 끔찍한 소문을 이야기한다. 가스사고로 인해 학생들이 죽어나갔다는 괴담을 알게 된 소녀들에게 그때부터 이상한 현상이 보이기 시작한다. 체육관의 정체불명의 사람 형태, 잠겨진 교실에서 흘러나오는 괴이한 울음소리...  같은 시간, 인터넷의 페이크 호러 영상을 만들기 위해 몰래 폐교에 숨어든 카즈키, 히미오, 요시히토, 히토미 4명은 화장실에서 촬영을 시작한다. 다른 세계로 연결된다는 여우의 창을 손가락으로 만들어 들여다보는 히토미. 그리고 그들에게 이상한 현상이 벌어지는데…,,,,,,
2015,141737,학교생활!,애니메이션, 드라마,안도 마사오미,미나세 이노리, 오자와 아리스, 이치미치 마오,"학교에 숙박하는 '학교생활부' 의 4명. 무드메이커 유키, 삽을 사랑하는 쿠루미, 모두를 한 데 모으는 리, 똑부러지는 후배 미 군, 유연한 고문 메구 언니가 지켜보고, 아침밥에 아침빵을 먹거나 옥상의 차밭에서 방울토마토를 수확하거나, 부실에서 도망친 개 '타로마루' 를 쫓아 학교를 뛰어다니거나...   가끔 큰일도 있지만 그 이상의 즐거움이 넘치는, 모두와 함께 사는 매일. 그녀들 '학교생활부' 는 오늘도 활발하게 활동중! '우리들은 여기 있어요'",,,,,,,,,,,,,,,,,
2015,124288,한 번 더 해피엔딩,코미디, 멜로/로맨스, 드라마,마크 로렌스,휴 그랜트, 마리사 토메이, 앨리슨 제니,15년 전, 세상이 자신을 중심으로 돈다고 믿었던 시나리오 작가  그러나, 지금 유일한 재산은 오직 자존심뿐…  ‘잃어버린 낙원’으로 아카데미 각본상을 수상하며 이름을 날리던 작가 ‘키스 마이클스’(휴 그랜트). 이후 15년 째 공들여 쓴 작품들은 모두 헐리우드에서 외면 받고, 이젠 영 한물 간 작가가 되어 버렸다. 잔고는 바닥을 치고, 전기까지 끊겨버린 최악의 상황. 그는 자존심에 스크래치를 잔뜩 받은 채 어쩔 수 없이 결국 지방도시의 교수직을 수락한다.    어쩔 수 없이 대충 시간 때우러(?) 시골 대학에 뛰어든 남자  잠깐의 ‘썸’이 발목을 붙잡고, 웬 아줌마까지 볼수록 신경쓰인다!  암울한 그의 마음처럼 맑은 날씨를 거의 찾아볼 수 없기로 유명한 도시 빙엄턴의 대학에 도착한 ‘키스’는 예전의 끼(?)를 주체 못한 탓에 뜻밖의 사고를 치고, 일들은 자꾸 꼬여만 간다. 볼수록 그의 마음을 싱숭생숭하게 만드는 싱글맘 ‘홀리’(마리사 토메이), 정말 아주 잠깐의 ‘썸’만 있었을 뿐인 밀당제로 솔직녀 ‘캐런’, 코찌질이의 대명사 ‘클렘’, 공상 속에 사는 스타워즈 매니아 ‘빌리’… 도무지 종잡을 수 없는 학생들과 새로운 생활을 시작한 ‘키스’는 무사히 잘 적응해 나갈 수 있을까?,,,,,,,
2015,141213,한국의 보물,다큐멘터리,,,세계속에서 빛나는 한국의 문화유산이 있다. 문화유산과 함께 살아온 사람들의 이야기와 문화유산에 대한 모든 것을 만나보자,,,,,,,,,,,,,,,,,,,,
2015,87234,한밤의 아이들,드라마,디파 메타,사탸 바바, 샤하나 고스와미, 라자 카푸르,1947년 8월 15일 자정.   인도가 영국으로부터 독립하는 순간, 신비로운 능력을 지닌 1,001명의 아이들이 태어난다.   자정에 가깝게 태어난 아이일수록 더욱 뛰어난 초능력을 갖게 되는데...    다른 사람의 마음과 생각을 들여다 볼 수 있는 주인공 살림  살림과 같은 시간에 태어났지만 능력과 성격 모두 정반대인 시바     인도가 독립 이후 거치게 되는 험난한 여정의 모습을 닮은 두 사람의 엇갈린 인생은   결코 예측할 수 없는 방향으로 흘러가게 된다.     6월, <슬럼독 밀리어네어>의 감동을 넘어설 위대한 작품이 찾아 온다!,,,,,,,,,,,,,,,
2015,142113,한식기행 종부의 손맛-여름시즌,,최희준, 김상식,김정민, 타니 루미코,대한민국 전통이 살아있는 종가를 방문하여 지역여행과 더불어 전통한식의 비법을 살펴보는 프로그램 이번 여름편에서는 대한민국 대표 잉꼬부부이자 한식요리에 관심이 많은 김정민, 루미코 부부가 출연하여 종가에 1박 2일을 머물며 여름철 보양식을 배워본다.,,,,,,,,,,,,,,,,,
2015,136693,한식대첩 시즌3,,,김성주,지역의 자존심을 걸고 오직 한식으로 승부한다! 서울, 경기, 충청, 전라, 경상, 제주, 이북 전국 곳곳에 숨어있는 한식 고수들의 로컬푸드 서바이벌 프로그램,,,,,,,,,,,,,,
2015,143222,,,,,,,,,,,,,,,,,,,,,,,,,
2015,130342,한여름의 판타지아,드라마,장건재,김새벽, 이와세 료, 임형국,“이 마을의 옛날 이야기, 아무거나 좋아요”  영화감독 ‘태훈’은 새 영화를 찍기 위해 일본의 지방 소도시인 나라현 고조시를 방문한다.   조감독 ‘미정’과 함께 쇠락해가는 마을 곳곳을 누비며 그 곳에 사는 사람들을 인터뷰하고, 마을 사람들은 자신의 기억을 답한다.   떠나기 전날 밤, 이상한 꿈에서 깨어난 ‘태훈’은 이제 막 불꽃놀이가 시작된 밤하늘을 조용히 올려다보는데…    “오늘 밤, 불꽃놀이 축제에 같이 갈래요?”  한국에서 혼자 여행 온 ‘혜정’은 역전 안내소에서 아버지의 고향, 고조시에 정착해 감을 재배하며 사는 청년 ‘유스케’를 우연히 만난다.   가이드를 자처한 그와 함께 걸으며 길 위에서 많은 대화를 나누는 두 사람.   어느새 해가 지고 별이 뜨는 밤, ‘유스케’는 자신의 마음을 조심스럽게 고백하는데…    2015 한국독립영화협회 올해의 독립영화 <한여름의 판타지아> 선정,,,,,,,,,,,,
2015,143155,할매네 로봇,,,이희준, 장동민, 바로,출연자들이 로봇을 가지고 시골 마을로 가서 할머니들의 무료함을 달래주는 신개념 로봇 예능 버라이어티,,,,,,,,,,,,,,,,,,
2015,138954,할매는 내 동생,,,탕준상, 김진구,치매 걸린 할머니와 손자의 이야기를 어린이의 시각으로 그려낸 드라마,,,,,,,,,,,,,,,,,,,
2015,136691,할머니의 수다,애니메이션,김필성, 김윤희, 팀 할아버지,,한국독립애니메이션 작품 모음집    <수다, 수다, 수다…>  어느 시골, 과묵한 할아버지와 수다스러운 할머니의 이야기.     <똑똑똑, 안녕하세요. 천사입니다>  어느 날, 김씨 할아버지는 천사의 방문을 받는다. 천사는 할아버지에게 행복하냐는 질문을 던지고, 김씨 할아버지는 그만 거짓말을 하고 만다. 거짓을 말한 자, 자유를 박탈당하고 천사는 김씨 할아버지의 행복 관리에 들어가는데... 김씨 할아버지는 헤븐에서 사별한 할머니와 재회하고 출가한 자식들과도 다시 만난다. 그리고 자신이 지키고 싶은 그리고 이루고 싶은 생이 남아 있음을 깨닫는다. 불청객 천사와 할아버지의 한바탕 소동극. 똑똑똑, 안녕하세요? 천사입니다.     <할아버지>  할머니 없이 아무것도 하지 못하는 할아버지는 할머니가 남겨 둔 메모로 어렵게 생활을 해나간다. 어느 날, 옷장에 빨래를 넣던 중에 할머니와 추억이 가득한 옷에서 메모를 발견하게 되고 그 메모는 할아버지를 현관으로 이끄는데…    <천년기린>  유난히도 모자간의 정이 두터웠던 돌쇠와 어머니, 하지만 홀어머니가 갑자기 쓰러지게 되고 돌쇠는 어머니를 극진히 간호한다. 돌쇠의 극진한 효행과 심성에 감동한 신령이 그에게 오래 살 수 있는 약초를 건네지만, 약초를 먹은 어머니의 병은 낫지 않고 오래만 살게 된 것. 이에 병이 낫지도 못한 채 죽지도 못하는 어머니를 보살피던 돌쇠의 나이도 어느덧 100살을 훌쩍 넘기고, 지친 돌쇠 앞에 병을 낫게 할 수 있는 비법을 전하는 신령이 나타난다. 한국의 전통적인 효 사상이 과장되지 않으면서도 개성 있는 캐릭터와 유머러스한 내레이션, 톡톡 튀는 대사를 통해 전해지면서 어느새 코 끝 찡한 따뜻한 웃음을 선사한다.,,,,,
2015,130765,함정,스릴러, 범죄,권형진,마동석, 조한선, 김민경,5년째 아이가 없는 부부, 준식과 소연.  소연은 기분 전환을 위해 준식과 휴대폰도 터지지 않는 외딴 섬으로 여행을 떠나고, 그 곳에서 인터넷을 통해 우연히 알게 된 한 맛집에 가게 된다.  그곳의 허름하고 험악한 분위기의 불안한 기운이 감돌지만 이들이 온 것을 눈치챈 주인 성철은 보자마자 너무나도 친절하게 대하고 준식과 소연은 점점 경계를 풀게 된다.  화기애애한 분위기 속에 해가 지고 성철의 환대에 준식과 소연은 하룻밤만 묵고 가기로 하는데, 이때부터 의문의 묘한 분위기가 이들을 덮쳐오기 시작한다.  그 때 성철은 소연을 알아보는 듯 하며 알 수 없는 말을 건네는데...     함정에 빠뜨리려는 자와 빠져 나가려는 자의 목숨을 건 대결이 시작된다!,,,,,,,,,,,,,,
2015,138599,해에게서 소년에게,드라마,안슬기,신연우, 김가현, 김호원,왜 나에게 이런 일이 일어났죠?  종교에 빠졌다가 자살한 엄마," 모든 걸 방관하다 떠난 아빠.  시완은 이 모든 것이 전도사의 탓이라 생각하고 복수를 꿈꾸며 칼을 집어 든다.    ""난 그저 가족이 필요해요""  그러나 복수의 목표였던 전도사는 어느새 형과 같은 존재가 되어 버리고","   엄마와 같은 신도였던 PC방 주인 진숙과 그녀의 딸이자 자신을 스스럼 없이 대하는 민희에게 가족의 따뜻함을 느끼게 된다.    ""다시 다 똑같아지고 있어""  그러던 어느 날", 다시 교회를 살려보자는 진숙과 그의 폭력적인 남편 때문에 모든 것이 어그러질 위기에 처하는데…,,,,,,,,,,,,,,,
2015,142616,해적왕 뉴트,애니메이션,,,바다의 왕, 포세이돈을 창피하게 만든 죄로 300년 동안 유리병에 갇히게 된 해적들.   포세이돈의 아들 뉴트가 실수로 유리병을 깨면서 자유를 찾게 되지만 포세이돈은 아직도 해적들을 용서할 수 없다.   뉴트는 자신의 실수를 만회하려고 해적들과 함께 아빠가 아끼는 귀한 조각상을 파티장까지 옮기는 위험한 모험을 시작하는데...,,,,,,,,,,,,,,,,,,,
2015,136310,해피 투데이,,,알레이나 일마즈, 일라이다 일마즈,치열한 일상을 살아가는 현대인에게 행복한 오늘(Happy Today)을 선물하자! 행복한 오늘의 필수 조건은? ‘가족’이 ‘안전’하고 ‘건강’하게 ‘함께’ 하는 것! 일상에 활력을 더하는 웰빙 정보. 가족의 안전을 사수하는 안전상식. 행복을 선물하는 여행지와 맛있는 메뉴. 지친 일상에 건강과 행복 그리고 감동을 선물하는 행복한 오늘을 위한 다양한 정보  SBS<해피투데이>,,,,,,,,,,,,,,,,,,,
2015,128943,해피 해피 와이너리,드라마,미시마 유키코,오오이즈미 요, 소메타니 쇼타, 안도 유코,눈부시게 아름다운 홋카이도의 작은 시골 마을 소라치.  그 곳엔 터울 많은 형제 ‘아오(오이즈미 요)’와 ‘로쿠(소메타니 쇼타)’가 살고 있다.   일찍이 돌아가신 아버지가, 형제들에게 남긴 것은 밀 밭과 포도 나무 한 그루.  포도를 재배하는 형 아오는 와인을 양조하고, 밀을 재배하는 동생 로쿠는 빵을 굽는다.     평화롭고 심플한 일상을 보내던 어느 날,   정체 불명의 여인 ‘에리카(안도 유코)’가 캠핑카를 타고 그들의 포도 농장 옆에 등장한다.    아오는 그런 에리카를 쫓아낼 궁리를 하지만 마을 사람들과 동생 로쿠, 그리고 강아지 ‘바베트’마저도   그녀의 활기차고 신비로운 매력에 빠져드는데!     아름다운 홋카이도 풍경과 함께 물들어가는 인생의 희로애락  그리고 하루를 완벽히 마무리할 수 있는 한 잔의 건배!   아오와 로쿠 형제, 그리고 미스터리 여인 에리카와 함께 건배하실래요?,,,,,,,,,,,,,
2015,128297,해피 홀리데이,코미디, 드라마,앤디 해밀턴, 가이 젠킨,로자먼드 파이크, 데이비드 테넌트, 빌리 코놀리,철부지 소심한 아빠 ‘더그(데이비드 테넌트)’와 다혈질 욕쟁이 엄마 ‘아비(로자먼드 파이크)’는   천방지축 삼남매와 함께 할아버지의 생일 파티에 참석하기 위해 스코틀랜드로 떠난다.   ‘더그’는 ‘아비’와의 별거 사실을 가족들에게 숨기기 위해 삼남매의 입단속을 철저히 하지만   엉뚱발랄 삼남매의 입을 막기란 쉬운 일이 아니다. 언제 이 비밀이 폭로될지 모르는 조마조마한 상황 속에서   가족들은 할아버지의 생일 파티 준비에 여념이 없고, 그 사이 할아버지와 함께 해변으로 놀러 나간 삼남매에게 상상도 못한 사건이 닥친다.   과연 일.촉.즉.발 막장가족은 일생일대의 위기를 잘 극복하고 가장 완벽(?!)한 휴가를 보낼 수 있을까?,,,,,,,,,,,,,,,
2015,142801,해피프렌치섹스,드라마, 코미디, 멜로/로맨스,조르단 골드나델,조르단 골드나델, 이사벨 라이언,자유로운 파리지앵이자 파리 최상류층 자제인 23세 청년 ‘플로랑’은 어느 날 공원에서 자신의 사진을 찍고 있는 동갑의 젊고 아름다운 여성 ‘알렉시아’를 만난다. 그녀와 대화를 나눈 플로랑은 ‘알렉시아’가 미국인이라는 것을 알게 된다. 그녀에게 마음이 끌린 ‘플로랑’은 가이드를 자처해 파리 곳곳을 안내하고 집으로 초대한다. 그리고 일어나는 밀당과 노르망디 도빌로 함께 여행을 떠난다. 그곳에서 휴가를 보내던 친구들을 만나 생애 최고의 하룻밤을 보내는데..,,,,,,,,,,,,,,,,,
2015,142620,행성, 지구,다큐멘터리,가이 리드,,<행성, 지구>는 대륙을 가로지르며 인간의 우주적 기원과 미래를 생물학적 종의 관점에서 탐구한 도발적이고 놀라운 경고이다. 더불어, 모든 생물이 서로 이어져있음을 깨닫게 하고 인간이 겸손해지도록 우주가 보내온 시적인 신호 같은 작품이다. 그리하여, 인간을 둘러싼 세계와 인간이 어떤 관계를 맺고 있는지 질문하며, 자신의 존재를 다시 생각하고 우리가 행성의 일부임을 기억하도록 청한다.,,,,,,,,,,,,,,,
2015,122647,허니문,공포,리 자니악,로즈 레슬리, 해리 트레더웨이,그 날 밤, 끔찍한 일이 일어났어…  이제 막 결혼한 젊은 부부 폴 (해리 트레더웨이)와 베아(로즈 레슬리)는   한적한 호수마을로 신혼여행을 떠난다.   인적이 드문 은밀한 곳에 자리한 별장에서 둘 만의 로맨스를 꿈꾸던 그날 밤.   폴은 어두운 숲 속에서 길을 잃고 헤매는 베아를 발견한다.   그 날 이후 베아는 이상한 행동들을 하기 시작한다.   베아에 대한 폴의 의심은 더욱 깊어지고 두 사람에게 끔찍한 일들이 벌어지기 시작하는데…    세상에서 가장 행복해야 할 그 날 밤, 가장 끔찍한 공포가 시작된다!,,,,,,,,,,,,,,,,,
2015,97695,허밍버드,액션, 범죄,스티븐 나이트,제이슨 스타뎀, 아가타 부젝, 빅키 맥클르,전쟁에 환멸을 느껴 특수부대를 이탈, 노숙자로 도시를 전전하던 조이 존스(제이슨 스타뎀)는 어렵게 살고 있는 딸과 아내을 위해 존스는 뒷골목 세계에 뛰어든다. 쌓여가는 돈과 달리 점점 피폐해지는 삶을 느끼고 있던 존스. 그는 우연히 만난 크리스티나(아가타 버젝)와 사랑에 빠진다. 모든 것이 안정을 찾았다고 생각하던 그때, 자신의 베스트 프렌드였던 이사벨을 누군가 살해했다는 사실을 알자 존스는 복수를 꿈꾸기 시작한다.,,,,,,,,,,,,,,,
2015,112268,허삼관,드라마,하정우,하정우, 하지원,가진 건 없지만 가족들만 보면 행복한 남자 '허삼관'이,11년간 남의 자식을 키우고 있었다는 기막힌 사실을 알게 되면서 펼쳐지는 웃음과 감동의 코믹휴먼드라마,,,,,,,,,,,,,,,,,,
2015,100643,헝거게임 : 더 파이널,액션, 판타지,프란시스 로렌스,제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스,두 번의 헝거게임에서 살아남은 생존자 캣니스 에버딘. 그런 그녀를 향한 스노우 대통령의 공격은 더욱 거세지고 캣니스의 분노는 폭발한다.  캣니스는 그를 멈추고 모든 것을 끝낼 수 있는 사람이 바로 자신임을 깨닫고, 13구역 군단에 합류한다. 철저하게 준비를 끝낸 캣니스와 최정예 요원들은 캐피톨 입성에 성공하지만 스노우 대통령이 설치한 함정들로 인해 목숨을 위협받는 위험한 상황에 처하게 된다.  희생된 동료들을 뒤로한 채 가까스로 스노우 대통령과의 대결을 앞둔 캣니스에게 또 다른 충격적인 사건이 벌어지는데…    마침내 최후의 승자가 결정된다!,,,,,,,,,,,,,,,,
2015,143838,헤드라이너,,이성규,최여진,2015년 전 세계 음악 트렌드의 중심은 DJ. 이제 대한민국을 넘어 아시아를 대표할 DJ가 등장할 때다! 한국과 아시아 각국 실력파 DJ들이 치열한 경쟁을 통해 새로운 클럽 음악을 선보이는 것은 물론, 최고의 DJ를 가리는 글로벌 프로젝트 HEADLINER,,,,,,,,,,,,,,,,,,,
2015,137264,헤이라이드:죽음의마을,공포, 액션, 스릴러,테론 R. 팔슨즈,쉐리 이킨, 제레미 샌드, 제레미 아이비,온가족을 몰살시킨 쇠스랑 괴물로 알려진 살인마의 전설로 이야기가 시작된다.  전설인줄 알았던 쇠스랑괴물이 현실이 되어 병원을 돌아다니며 무차별 살인을 저지른다.  급기야 사람을 납치해 숲으로 달아나고...  경찰들은 쇠스랑 괴물의 은둔처를 탐색하며 참혹한 살인의 광기를 보게 된다.  경찰들은 드디어 전설로 알려진 쇠스랑괴물의 비밀을 밝히게 된다.  충격적인 쇠스랑 괴물의 실체로 또다른 살인의 복수가 시작되는데...,,,,,,,,,,,,,,,,
2015,140136,헬로 카봇 2,,,,“좋아, 이 시계로 카봇을 불러보는 거야!”  큐브시계의 등장! 그리고 새로운 카봇들이 나타났다!  시간과 공간이 합쳐져 업그레이드된 큐브시계를 통하여 매력적이고 다양한 카봇들이 총출동한다!  더욱 새로운 카봇들과 친구들이 펼치는 이야기, 헬로카봇 시즌2!,,,,,,,,,,,,,,,,,,
2015,123470,헬머니,코미디,신한솔,김수미, 정만식, 김정태,고삐리 일진부터 디스전문래퍼, 자갈치 할매, 욕쟁이 경찰, 지하철 막말녀 등   전국 각지 욕의 고수들이 한자리에 모여 레전드를 가릴 욕 배틀이 펼쳐진 가운데,     세상사는 맛을 욕 안에 모두 녹여낸 남다른 이빨(?)의 소유자   답답한 세상, 욕으로 풀어줄 지옥에서 온 할매 ‘헬(Hell)머니’가 온다!,,,,,,,,,,,,,
2015,98149,협녀, 칼의 기억,액션, 드라마,박흥식,이병헌, 전도연, 김고은,칼이 지배하던 시대, 고려 말    왕을 꿈꿨던 한 남자의 배신 그리고 18년 후 그를 겨눈 두 개의 칼.    고려를 탐한 검, 유백(이병헌)  대의를 지키는 검, 월소(전도연)  복수를 꿈꾸는 검, 홍이(김고은)    뜻이 달랐던 세 개의 칼이 부딪친다.,,,,,,,,,,,,
2015,132976,혜경궁 홍씨(DnC Live),드라마,장동홍,윤여성, 김소희, 정태화,한국연극평론가협회가 선정한 ‘2014 올해의 연극 베스트 3’  매체와 평단의 열렬한 지지를 받은 진정한 ‘마스터피스’!    정조는 어머니 혜경궁 홍씨의 회갑을 기념해 새로 축조한 화성행궁에서 회갑 진찬례를 연다. 그 자리에서 정조는 아버지 사도세자를 장조란 임금의 칭호로 추대하고, 그날 밤 혜경궁 홍씨는 죽은 사도세자의 혼령을 마주한다. 혜경궁 홍씨의 기억을 따라 현실과 기억 저편의 경계를 넘나들며 산 사람과 죽은 사람이 만나 엉킨 실타래를 풀 듯 그녀의 삶을 되짚어 가는데…    영조-사도세자-정조 3대에 걸친 조선왕가의 비극!   조선왕조 500년 역사상 가장 기구한 운명을 겪어야 했던 여인의 이야기가 펼쳐진다!,,,,,,,,,,,,,,,,,
2015,131418,호구의 사랑,,표민수,유이, 최우식, 임슬옹,밀리고 당하는 대한민국 대표 호구 '강호구', 걸쭉한 입담의 국가대표 수영 여신 '도도희', 남자에게 끌린다는 까도남 '변강철', 남자인 듯 여자 같은 밀당 고수 '강호경'. 이들 4명의 호구 남녀가 펼치는 갑을 로맨스 드라마,,,,,,,,,,,,,,,
2015,139675,호비와 엄마나무섬의 비밀,애니메이션, 가족,히라바야시 이사무,미나미 오미, 미키 타카하시, 야마자키 타쿠미,엄마의 사랑을 독차지하는 동생 ‘하나’ 때문에 속상한 ‘호비’,  그러던 어느 날, 동생의 꿈에 엄마나무가 나타나 도움을 요청한다. 무서운 거미 형제 때문에 엄마나무가 위험에 빠진 것.  결국 ‘호비’와 동생 ‘하나’, 친구들은 모두 함께 엄마나무를 지키기 위해 섬으로 모험을 떠나고, 그 곳에서 새로운 원숭이 소녀 ‘치키’를 만나게 되는데…  과연, 호비와 친구들은 ‘치키’와 함께 엄마나무섬을 구할 수 있을까?,,,,,,,,,,,,
2015,144428,호수의 여인 @ The Met,공연실황,미켈레 마리오티,조이스 디도나토, 존 오스본,벨칸토 레퍼토리의 수퍼스타 조이스 디도나토와 후안 디에고 플로레스가 고난도 성악 테크닉의 최고봉을 유감없이 보여준다. 스코틀랜드의 하이랜드를 배경으로 한 이 오페라는 월터 스코트 경의 원작을 토대로 했다. 디도나토가 ‘호수의 여인’ 엘레나 역, 플로레스는 스코틀랜드 왕을 맡았고, 두 주역가수의 찬란한 가창은 낭만주의적인 내용에 빛을 더한다. 메트 초연으로 이루어지는 이번 공연의 지휘는 미켈레 마리오티가 맡는다.,,,,,,,,,,,,,,,,,
2015,139106,호야와 토리: 드래곤 숲의 비밀,애니메이션,하타 마사미,타카야마 미나미, 하야시바라 메구미,산 속 어느 마을, 배려심이 깊지만 덜렁거리는 호야와 용감하고 씩씩하지만 고집이 너무 센 토리 중, 생쥐 마을의 후계자로 누구를 삼을 지 고민에 빠지자 마을의 현 지도자는 둘에게 달의 골짜기에 싸는 빛의 드래곤을 잡아오라는 과제를 주며 잡아오는 이를 후계자로 삼겠다고 선언한다. 하지만 위험천만한 일들을 겪으며 그 길이 결코 쉬운 길이 아님을 깨달은 두 친구는 서서히 서로를 알아가며 드디어 달의 골짜기에 도착하는데.. 과연 마을의 지도자는 누가 될까?,,,,,,,,,,,,,,,,,
2015,140245,호프 로스트,드라마, 스릴러,데이비드 페트루치,프란세스카 아고스티니, 미샤 바튼, 대니 트레조,스타가 되고 싶은 막연한 꿈을 가지고 있는 루마니아 소녀 ‘소피아’. 어느 날, 친구들과 함께 찾아간 클럽에서 우연히 ‘가브리엘’이라는 남자를 만나게 된다. 영화 제작자라고 자신을 소개한 그는 소피아에게 영화에 출연할 동유럽 소녀를 캐스팅 중이라며 자신과 함께 이탈리아 로마로 건너가 오디션을 볼 의향이 없는지 묻는다. 자신의 꿈을 이룰 수 있는 기회가 찾아 왔다고 생각한 소피아는 사랑하는 가족을 뒤로 한 채 가브리엘과 함께 로마로 향한다. 하지만 기쁨도 잠시, 로마에 도착한 소피아를 기다리고 있는 것은 충격적인 감금생활과 밤마다 이어지는 불법 성매매 뿐인데...,,,,,,,,,,,,,,,
2015,142623,홀로코스트의 아이들,다큐멘터리,제인 휘팅엄,,전에는 들어보지 못했던 소리가 들리기 시작했지요. 어떨 땐 정말 무서웠어요.” 루스, 마틴, 트루드, 하인즈, 아렉 그리고 수잔. 이 여섯 명의 노인들은 나치의 잔학행위에 대한 그들의 어린 시절 기억을 증언한다. <홀로코스트의 아이들>은 이미지와 음향효과로 관객의 의식을 사로잡으며 생생한 애니메이션으로 2차대전 생존자들의 인터뷰를 강렬하게 담아냈다.,,,,,,,,,,,,,,,,
2015,132142,홀스헤드,판타지, 공포,로메인 바세트,릴리-플뢰 포앙튀, 카트리오나 맥콜, 머레이 헤드,어릴 때부터 줄곧 말 머리를 한 괴물에게 쫓기는 악몽에 시달려온 제시카(릴리 플뢰르 퐝토)는 원인을 찾기 위해  자각몽을 공부하기 시작한다.  그럼에도 불구하고 여전히 악몽에 시달리는 나날을 보내던 중 제시카는 외할머니의 부고를 듣고 고향으로  내려간다. 제시카는 우연히 외할머니께서 생전에 그렸던 이상한 그림들을 보게 되고, 그 후 원인모를 자각몽에  시달리게 되는데... (제19회 부천 국제 판타스틱 영화제 공식 초청작)    - 제19회 부천 국제 판타스틱 영화제 공식 초청작  - 미국 장르영화 축제 판타스틱 페스트 공식 초청작  - 미국 내슈빌 필름 페스티벌 초청작  - 그리스 호러런트 필름 페스티벌 초청작,,,,,,,,,,,,,,,,
2015,122197,홈,애니메이션, 모험, 판타지, SF,팀 존슨,짐 파슨스, 리아나, 제니퍼 로페즈,떴다 하면 대형사건인 우주 최강의 사고뭉치 ‘오’.  부브 종족이 지구로 이사 온 첫 날, 사소한 실수로   모두를 위험에 빠트린 오는 쫓기는 신세가 되고 만다.  도망치던 오는 잃어버린 엄마를 찾아 나선 당찬 소녀 ‘팁을 만나게 되고  팁은 엄마 찾기를 도와준다는 오의 말에 어쩔 수 없이 함께 길을 나선다.   맞는 구석이라곤 찾아볼 수 없는 오와 팁.   하지만 이들을 쫓는 포위망은 쉬지 않고 좁혀 오는데…!   머리부터 발끝까지 다른 오와 팁의   상상초월 모험이 시작된다!,,,,,,,,,,,,,,
