year,code,title,genre,directors,actors,story,,,,,,,,,,,,,
2018,163682,이름없는 새,멜로/로맨스, 스릴러,시라이시 카즈야,아오이 유우, 아베 사다오, 마츠자카 토리,인생의 낙이라곤 서비스 센터에 전화해 불평이나 퍼붓는 것이 전부인 여자 '토와코'는  가진 것 없고 볼품없지만 그녀를 위해선 뭐든 할 수 있다는 남자 '진지'에게 얹혀사는 신세다.  어느 날, 그녀는 컴플레인을 걸다 알게 된 백화점 직원 '미즈시마'를 상대로 불륜에 빠지게 되고,  그와의 장밋빛 미래를 꿈꾸던 그녀에게 한 남자의 실종 사건을 조사 중인 형사가 찾아오는데...    뒤늦게 알게 된 옛 연인 '쿠로사키'의 실종,  '미즈시마' 주변에서 일어나는 일련의 의심쩍은 사건들,  지나칠만큼 그녀를 사랑하는 남자 '진지'.  '토와코'는 왠지 모를 기시감과 불안감에 휩싸이게 되는데...    그녀가 모르고 있는 비밀의 실체는?  한 여자를 둘러싼 가장 미스터리한 로맨스가 펼쳐진다!,,,,,,
2018,173513,이모의유혹,멜로/로맨스,김경택,,입사시험에 줄줄이 떨어지고 무기력한 시간을 보내던 승호에게 어머니로부터 한 통의 전화가 걸려온다. 어릴 적 어머니와 함께 일하던 이모의 집에서 방값도 아낄 겸 지내보는 것이 어떻겠냐는 전화였다. 어머님께 죄송한 마음 때문에 딴 생각하지 않고 본격적으로 공무원시험을 준비하기 위해 이모의 집으로 향한다. 무거운 마음으로 도착하게 된 이모네 집 그곳엔 이모라고 부르기엔 너무나 젊고 섹시한 이모 민정과 이모의 딸 유미가 반갑게 맞이해 주는데…    아뿔사 이모의 딸 유미는 소개팅에서 만난 승호의 첫 경험 상대인데... 과연, 승호는 이모네집에서 공부를 잘 할 수 있을까?,,,,,,,,,,,,
2018,151886,이미그레이션 게임,액션, 드라마, 스릴러,크리스토프 츨라트니크,마티스 란드베어, 데니스 앙켈, 카타리나 스포레,살인이 허용되는 도시,  시민으로 정착하고 싶은 이민자 ‘러너’와  그들을 죽이고 돈을 벌려는 ‘헌터’ 간의 죽고 죽이는 생존 서바이벌이 시작된다.  헌터에게 죽임 당하려던 러너를 도와주고 만 평범한 시민 ‘조’  법과 규칙을 어긴 그에게, 국가는 감옥 행과 게임 참여 중 선택을 강요한다.  결국 ‘러너’를 선택하고 만 ‘조’는 평범한 시민이자 행복한 한 가정의 가장에서,  한 순간 죽음의 도시로 내몰리게 되는데…    죽이지 않으면 죽는다! 동참 하겠는가?!,,,,,,
2018,172113,이별의 아침에 약속의 꽃을 장식하자,애니메이션, 드라마,오카다 마리,이와미 마나카, 이리노 미유, 카야노 아이,영원을 살아가는 마키아와 숲 속에 버려진 아이 아리엘,  우연히 만나 운명이 된 두사람의   단 한번 함께한 시간을 담은 네버엔딩 스토리,,,,,,,,,
2018,159335,이블데드 본리스,공포,알렉산더 바바에프,마이클 존스턴,에밀리는 친구들의 도움을 받아 뇌성 마비 진단을 받은 그녀의 오빠 잭을 더 잘 돌보기 위해 먼 집으로 이동한다. 기분 나쁘고 음산한 나무 집에는 기묘한 문장들이 새겨져 있고 서서히 그 악의를 드러내기 시작한다. 깨어난 악령은 방문객들의 숨겨진 비밀을 환영으로 보여주며 유혹하고 환영에 사로잡힌 그들은 살아남기 위해 서로를 처참하게 공격하고 죽이기 시작한다.,,,,,,,,,,,,,
2018,157172,이비자 언데드,공포,앤디 에드워즈,카라 테오볼드, 에밀리 어택,친구 사이인 짐, 알렉스, 에즈는 이비자 섬에서 휴가를 보내기로 한다. 그런데 에즈의 실수로 전 여자친구인 엘리가 동행하게 된다. 그런데 섬은 좀비들로 득실대고 있었고, 친구들은 어떻게든 살아서 섬 밖으로 탈출하려고 한다. 그러나 계획은 꼬여만 가고, 짐은 자신이 좀비 바이러스에 감염됐다고 생각하는데…,,,,,,,,
2018,174004,이상한 나라의 앨리스,공연실황,크리스토퍼 휠든,,앨리스와 두 명의 자매가 루이스 캐럴의 이야기를 듣고 마술을 보며  파티를 즐기는 사이 앨리스의 친구 잭이 파티에 온다.  그는 앨리스에게 장미를 건네고 앨리스는 답례로 타르트를 준다.  그 장면을 본 앨리스의 엄마는 잭을 절도죄로 고발한다.  슬픈 앨리스를 위로하기 위해 사진을 찍어주던 캐럴이 갑자기 토끼로 변하더니 가방 안으로 사라진다.  앨리스가 토끼를 따라 가방으로 들어가자 신비하고 멋진 세계가 펼쳐지기 시작한다.,,,,,,,,,,,,,
2018,168018,이스케이프 플랜 2: 하데스,액션, 스릴러,스티븐 C. 밀러,실베스터 스탤론, 데이브 바티스타, 제이미 킹,지상 최고의 탈출 전문가 ‘브레슬린’  한 때 동료였던 ‘킴브럴’의 배신으로  세계 최고의 지하 감옥 하데스에  동료를 구하기 위해 스스로 들어간다.    하지만 하데스는 24시간 마다 위치가 바뀌고,   최첨단 AI 로봇 시스템으로 관리되는 탈옥 확률 0%의 최악의 감옥!    누구도 내 보낸 적 없는 최악의 감옥 하데스 VS 세계 최고의 탈출 전문가   전대미문의 탈출이 지금 시작된다!,,,,,,,,,
2018,171921,이차크의 행복한 바이올린,다큐멘터리,앨리슨 쉐르닉,이츠하크 펄먼,이스라엘 작은 동네에서부터 세계 유수의 무대에 오르기까지,   육체적 한계마저 극복한 이차크 펄만의 음악 선물이 펼쳐진다!,,,,,,,,,,,,
2018,149027,이탈리안 레이스,드라마,마테오 로브레,스테파노 아코르시, 마틸다 데 안젤리스,F1 경기를 치르고 있는 17세 소녀 드라이버 줄리아.  감독인 그녀의 아버지가 경기 직후 가슴 통증을 호소하다 급작스럽게 죽음을 맞이한다.  그리고 장례식장에 모인 줄리아와 그의 어린 남동생 앞에  망나니처럼 보이는 낯선 친 오빠가 등장하면서 더욱 위기에 빠지고  사설 레이싱 게임인 “이탈리안 레이스”에 참가하게 되는데……  포기 할 줄 모르는 두 남매의 질주가 시작된다!,,,,,,,,,,,,
2018,172557,익스큐터: 더 파이널,액션, 스릴러,모지코 윈드,마키스 맥패든, 폴 소르비노, 미샤 바튼,어린 시절에 부모를 여읜 카일은 안토니오 신부의 보호를 받으며 교회에서 성장했다.  자신을 ‘하나님의 그릇’으로 여기는 안토니오 신부는 사회정의를 구현한다는 명목으로 암살단을 결성,   카일과 같이 불행한 환경에 놓인 어린 아이들을 데려다 자신의 말에 맹종하는 '처단자'로 키운다.  신부가 키운 아이 중에서도 가장 뛰어난 처단자로 성장한 '카일'  그러던 어느 날, 뜻밖의 사건으로 자신의 하는 일에 대해 의문을 품기 시작한 카일은  조금씩 안토니오 신부에게 대항하기 시작하고,  그 과정에서 자신의 아버지의 죽음에 얽힌 비밀을 알게 되는데...,,,,,,,
2018,176892,인 더 더스트,SF,다니엘 로비,로망 뒤리스, 올가 쿠릴렌코, 팡틴 아흐뒤엥,유럽 곳곳에서 진도 6.7의 지진이 발생하며 혼란이 가속화되고 있는 가운데 프랑스 파리에 지진과 함께 미세먼지가 차오르는 사상 초유의 자연재해가 발생한다. 이미 다수의 사상자가 발생하며 파리 인구의 60%가 사망한 상황. 마티유는 아내 안나와 함께 건물 상층부로 간신히 대피하지만 미세먼지는 빠른 속도로 차오른다. 모두가 높은 지대로 대피하기 위해 혈안이 되어 있는 상황 속 마티유는 집 안에 갇혀 있는 딸을 구해야만 한다. 선천성 질환으로 인해 집 안의 밀폐된 캡슐 안에서만 살아갈 수 있는 딸을 구하기 위해 마티유와 안나는 필사의 사투를 벌이는데…,,,,,,,,,,,
2018,163712,인 디 아일,드라마,토머스 스터버,프란츠 로고스키, 산드라 휠러, 피터 쿠스,슈퍼마켓의 신입직원 크리스티안은   자상한 동료 브루노의 도움으로 새로운 세계에 적응해간다  어느 날 동료인 마리온을 보고 한 눈에 반한 그는  커피 자판기 앞에서 서로를 알아가며 조금씩 가까워진다  그러나 그와 그녀에게는 각각의 비밀이 있었는데…,,,,,,,,,,,
2018,172523,인 서클,미스터리, SF,조니 헌, 이안 맨슨,제임스 피셔, 클로에 판워스, 댄 버먼,영국 '윌트셔'의 작은 시골 마을에 '크롭 서클'이라는 미스터리 서클이 나타나자,  브라질 출신 여기자 '라라'와 종군 촬영기자 출신의 카메라맨 '요시'가   마을 사람들을 인터뷰하며 기현상의 원인을 추적한다.  각기 다른 목격담과 온갖 추측이 난무하는 가운데 단서들이 하나씩 쌓여가던 중,  결국 그들은 생각지도 못한 놀라운 사실과 마주하게 되는데...    전세계를 뒤흔든 미스터리 현상, 그 실체가 밝혀진다!,,,,,,
2018,176009,인공지능 섹스돌,멜로/로맨스,김종민,,미대생 현수는 전 여친에 대한 트라우마가 있다.  그는 어느 날 그림을 그리기 위해 여자 마네킹을 구입한다.  그런데 현수가 구입한 것은 마네킹이 아니라 최첨단 섹스돌이었다.  현수는 섹스돌 라라와 뜨거운 밤을 보내고 그 모습을 본 현수의 전 여친 민지는 질투심을 느낀다.  민지와 다시 만나게 된 현수는 섹스돌 라라를 아버지 천수에게 선물하고 천수는 라라로부터 새로운 세계를 경험하게 된다.,,,,,,,,,,,,,
2018,109906,인랑,SF, 액션,김지운,강동원, 한효주, 정우성,남북한 정부가 통일준비 5개년 계획을 선포한 후, 강대국의 경제 제재가 이어지고,  민생이 악화되는 등 지옥 같은 시간이 이어지고 있는 혼돈의 2029년.    통일에 반대하는 반정부 무장테러단체 ‘섹트’가 등장하자  ‘섹트’를 진압하기 위해 설립된 대통령 직속의 새로운 경찰조직 ‘특기대’가 정국의 주도권을 장악한다.  이에 입지가 줄어든 정보기관 ‘공안부’는 ‘특기대’를 말살할 음모를 꾸민다.     절대 권력기관 간의 피비린내 나는 암투 사이, ‘특기대’ 내 비밀조직 ‘인랑’에 대한 소문이 떠도는데…    늑대로 불린 인간병기 '인랑',,,,,,,
2018,179694,인생 후르츠,다큐멘터리,후시하라 켄시,키키 키린,90세 건축가 할아버지 ‘츠바타 슈이치’와  87세 못 하는 게 없는 슈퍼 할머니 ‘츠바타 히데코’,  둘이 합쳐 177살, 혼자 산 날보다 함께 산 날이 더 긴 부부는  50년 살아온 집에서 과일 50종과 채소 70종을 키우며 살아간다.  어느 날 슈이치는 설계 의뢰를 받고 늘 꿈꾸던 자연과 공존하는  이상적인 건축의 꿈을 이룰 수 있다는 기대감을 가지게 되는데…,,,,,,,,,,,
2018,158647,인시디어스4: 라스트 키,공포, 미스터리, 스릴러,애덤 로비텔,린 샤예, 스펜서 로크, 조쉬 스튜어트,자신의 집에서 기이한 일들이 일어난다는 한 남자의 전화를 받게 된 영매 엘리스(린 샤예).   찾아간 그 곳은 다름 아닌 자신이 어린 시절 살았던, 뉴멕시코의 고향집이다.  수십 년 만에 다시 찾은 집에서 벌어지는 정체불명의 사건을 파악하기 위해 나선 엘리스.   어린 시절 자신이 겪었던 기억하고 싶지 않은 공포와 마주하게 되는데…    ‘인시디어스’ 시리즈가 시작된 그 집, 드디어 공포의 마지막 비밀이 밝혀진다!,,,,,,,
2018,137917,인어전설,코미디, 드라마,오멸,전혜빈, 문희경, 이경준,아쿠아리움에서 수중 공연 일을 하던 전 싱크로나이즈드 국가대표 ‘영주’(전혜빈)는  제주도 해녀들의 싱크로나이즈드 코치를 제안 받고 제주도로 향한다.  그러나 해녀 대표 ‘옥자’(문희경)는 행사에 무관심하고,  조용한 시골 마을을 혼란스럽게 하는 영주가 영 못마땅하다.  영주는 자신을 무시하는 옥자에게 자존심을 건 바다 잠수 대결을 신청하게 되고,  이기는 쪽이 원하는 것을 들어주기로 한다. 과연 대결의 승자는 누가 될 것이며,  제주 해녀들은 무사히 싱크로나이즈드를 배워 공연을 할 수 있을 것인가…!,,,,,,,
2018,163371,인컨시버블,드라마, 스릴러,조나단 베이커,니콜라스 케이지, 지나 거손, 페이 더너웨이,안젤라와 브라이언은 대가족을 꿈꾸는 부부다.  하지만 반복되는 유산에 부부는 대리모를 쓰기로 결정하고,  안젤라가 새로 사귄 친구 케이티가 후보로 낙점된다.  하지만 케이티는 어딘가 미심쩍은 모습을 자꾸 보이는데…,,,,,,,,,
2018,136990,인크레더블 2,애니메이션, 액션, 모험,브래드 버드,크레이그 T. 넬슨, 사무엘 L. 잭슨, 홀리 헌터,슈퍼맘 ‘헬렌’이 국민 히어로 ‘일라스티걸’로 활약하며 세상의 주목을 받자  바쁜 아내의 몫까지 집안일을 하기 위해 육아휴직을 낸 아빠 ‘밥’은  질풍노도 시기의 딸 ‘바이올렛’, 자기애가 넘치는 아들 ‘대쉬’,  어마무시한 능력을 시도때도 없이 방출하는 막내 ‘잭잭’까지 전담하며  전쟁같은 하루하루를 보낸다.    그러던 어느 날,  각자의 위치에서 바쁜 일상을 보내던 슈퍼파워 가족 앞에 새로운 악당이 나타났다!    다시 한번 세상을 구하기 위해 나선 가족은  ‘인크레더블’한 능력을 발휘할 수 있을까?,,,,,,
2018,176524,인투 더 샤크스톰,SF, 액션,안소니 C. 페란트,이안 지어링, 타라 레이드, 카산드라 서보,상어 전문가로 영국에 초청받은 핀은 노바로부터 급한 연락을 받고 그녀를 찾아간다.  핀과 노바는 고대 선조들의 비밀을 알게 되고 유물을 손에 넣지만, 균형이 무너지면서 상어 떼가 세상 밖으로 나온다.  한편, 길이 샤크네이도에 휩쓸려 날아가자, 핀과 에이프릴은 아들을 구하러 나선다.  핀과 에이프릴은 샤크네이도를 멈추고, 무사히 아들을 구할 수 있을까?,,,,,,
2018,179235,인피니티 포스 : 독수리오형제 최후의 심판,애니메이션,마츠모토 준,박상우, 신정훈, 오현기,무엇이든 이뤄주는 최강무기 ‘케이스’를 가진 여고생 ‘에미’의 소환으로  시공을 넘어 다른 차원에서 모이게 된 전설의 히어로들!  독수리오형제, 정의의 용사 캐산, 허리케인 포리마, 우주의 전사 테카맨    새로운 적에 맞선 최강 히어로 군단의  세계의 운명을 건 최후의 결전이 시작된다!,,,,,,,,
2018,155036,일주일 그리고 하루,드라마, 블랙코미디,아사프 폴론스키,샤이 아비비, 이브게니아 도디나, 토머 카폰,주인공 ‘이얄’은 20대 아들의 죽음 후,  아내 ‘비키’와 같이 ‘시바’라는 일주일 동안 죽은 사람을 애도하는 시간을 가진다.  아내 ‘비키’는 슬픔을 잊기 위해 원래의 삶으로 서둘러 복귀하지만,  ‘이얄’은 완전히 궤도를 이탈한다.    ‘이얄'은 아들이 입원했던 병원을 찾아가 의료용 마리화나를 훔쳐다 몰래 피는가 하면,  이웃집 부인의 뺨을 때리거나,  아들의 친구였던 이웃 청년 ‘줄러’와 격렬하게 탁구를 치고  그의 에어기타 연주를 감상하는 등 부적응자의 모습을 보이는데…,,,,,,
2018,170954,일진,액션,이수성,이승용, 고진수, 김민,일진이고 뭐고 상관 없어.'  전학생 ‘영호’는 학교 일진인 ‘기태’ 패거리가 자신의 짝인 ‘진수’의 돈을 빼앗으려 하자 시비가 붙게 된다.  그 일 이후 ‘영호’는 학교에서 주목을 받게 되고 ‘기태’ 패거리에게 불만을 가진 친구들이 곁에 모이게 되는데…    '너, 내 눈에 띄지 말라고 했지.'  학교 일진 ‘기태’는 사사건건 전학생이면서 눈에 띄는 ‘영호’가 거슬린다.  자신의 여자친구와 함께 다니는 모습이 자주 눈에 띄고,  그러던 어느 날 영호에게 자신의 친구들이 제압 당하는 모습을 보게 되는데…,,,,,,,,,
2018,156466,임을 위한 행진곡,드라마,박기복,김꽃비, 김부선, 전수현,1980년 5월 과거,  형사들을 피해 도망쳐온 법대생 철수(전수현 분)와 마주친 미대생 명희(김채희 분).  “데모하면 바뀔 것 같아요?” 라며 세상에 무관심했던 명희는  낡은 셔츠에 단추가 떨어진 줄도 모른 채 인권을 외치는 철수의 신념이 무엇인지 점점 궁금해진다.    2018년 5월 현재,  1980년 5월에 멈춰있는 명희(김부선 분)는 날이 갈수록 정신 분열 증세가 깊어진다.  사이렌 소리 하나에도 극도의 불안 증세를 보이는 명희가 그저 원망스럽기만 한 딸 희수(김꽃비 분)는  지금까지 엄마를 괴롭혔던 상처가 무엇인지 알게 되면서 충격에 빠진다.,,,,,,,,,
2018,159839,잉글랜드 이즈 마인,드라마,마크 길,잭 로던,오스카 와일드를 좋아하는 문학청년 ‘스티븐’은 세무사의 일상에서 벗어나고 싶다.  무명의 천재로 지내는게 지겨운 그는 밴드를 결성해 새로운 세상에 나서기를 꿈꾼다.  우연히 만난 예술 감각과 지적인 매력을 지닌 아티스트 ‘린더’ 덕분에  음악에 대한 꿈이 더욱 절실해진 스티븐은 기타리스트 ‘빌리’와 함께 무대에 설 기회까지 갖게 된다.  과연 그는 자신만의 영국을 찾아 나갈 수 있을까?    라디오헤드, 오아시스 등 뮤지션의 뮤지션이자 브릿팝의 셰익스피어  ‘더 스미스’의 리드 보컬 ‘모리세이’의 숨겨진 오프닝 트랙이 공개된다!,,,,,,,,,,,,
2018,169549,자꾸 열리는 검은 속옷,에로,세키네 카즈요시,,히로키는 기억을 잃게 된 약혼녀 리에를 데리고 자신의 집으로 데려온다. 기억이 돌아올 확률이 없다고 의사는 말하지만, 정성껏 그녀의 기억이 돌아오도록 옆에서 간호하고 지키는 히로키의 모습에 그녀도 잃어버린 기억을 되찾으려 애를 쓴다. 그러던 어느 날 리에는 어느 바에서 자신을 알아본 낯선 여자와 만나게 된다. 그리고 그녀, 사토미로부터 자신이 유흥 업소에서 일했다는 과거와 악덕 업주 유리에에 대한 이야기를 듣게 된다. 그렇게 사토미 덕분에 기억을 찾게 된 리에는 자신의 이름이 리에가 아니라 리리라는 것을 알게 되고, 약혼자인 히로키마저 유리에 밑에서 비서 겸 보디가드로 일하는 수하인 것을 기억해 낸다. 결국, 히로키가 말한 모든 것이 거짓으로 드러나자 리리는 그와 마지막 정사를 나누며 이내 그를 죽여버린다.,,,,,,,,,
2018,180342,자매의은밀한스와핑,멜로/로맨스,정민용,진주, 민준, 상우,아들 진수와 둘이 살던 용일은 어느 날 젊은 애인 경미를 집으로 데리고 온다. 눈치 안보며 섹스하는 두 사람에게 지쳐가는 진수. 결국 그도 자신의 애인 현주와 집에서 같이 살겠다는 생각을 하고는 아버지와 아버지 애인에게 여자친구를 소개하는 자리에서 서로 보고 놀라는 현주와 경미. 두 사람은 몇 년 만에 만나는 친자매였다. 결혼을 생각하던 아버지와 아들은 애인이 자매이기 때문에 둘 중 한명은 결혼을 포기를 해야 하는 상황. 경미는 현주를 따로 불러 힘들게 만난 사람이라며 진수와 헤어지고 떠날 것을 말한다. 이기적인 경미에게 질린 현주는 오히려 용일을 유혹할 계획을 세우게 되는데... 과연, 자매의 사랑은 이루어 질 수 있을지…,,,,,,,,,,
2018,170405,작년 겨울, 너와 이별,드라마, 스릴러,다키모토 토모유키,이와타 타카노리, 야마모토 미즈키, 사이토 타쿠미,특종을 노리던 르포작가 야쿠모는 사진작가 기하라자카의 작업실 화재 사건을 조사하던 중   그가 불길에 휩싸인 모델을 계속 촬영했고 그 사진이 존재한다는 제보를 받고   그의 주변 인물들을 취재한다.     하지만 사건을 파고들수록 그와 그의 누나의 어두운 과거가 밝혀지고   급기야 자신의 약혼녀인 유리코마저 위험에 처하게 되었음을 깨닫게 되는데…,,,,,,,,,
2018,159795,장고 인 멜로디,드라마,에티엔 코마,레다 카텝, 세실 드 프랑스,단 여덟 개의 손가락으로 자유를 연주한  재즈 역사상 가장 위대한 기타리스트  '장고 라인하르트'에 대한 첫 기록-    그의 연주를 들으면  '이제 아무 것도 필요 없어'라는 기분이 든다  ㅣ무라카미 하루키ㅣ,,,,,,,,,,,,
2018,170704,장모의 유혹-아내가 집에 없던 날,멜로/로맨스,윤채아,,회사의 사장 타츠의 딸 유미와 결혼하여, 데릴사위로 살고 있던 사부로.  어느 날 타츠의 부름을 받고 그의 방으로 찾아간 사부로는 타츠의 재혼선언을 듣게 된다.  장인의 새로운 아내, 장모가 될 사람은 술집에서 일을하던 클라라라는 여인.  부하직원이자 데릴사위인 사부로는 장인의 결정에 가타부타 말을 꺼내지 못한다.  결혼을 결심하고 바로 클라라를 집에 들이는 타츠.  셋이 살던 집에 찾아온 그녀는, 안주인이 된 마냥 안하무인한 태도를 보이기 시작한다.  그러던 어느 날, 타츠는 일, 유미는 친어머니를 만나러 집을 비우게 되고, 사부로와 클라라 두 사람만이 집에 남게 되고,   타츠와의 관계가 뜸해져 욕구불만을 느끼던 클라라는 사부로의 방으로 찾아오는데..,,,,,,
2018,158652,저니스 엔드,드라마, 전쟁,사울 딥,샘 클라플린, 에이사 버터필드, 폴 베타니,1918년 3월 18일 프랑스의 어느 최전방 대피호,   계속되는 전쟁 속 불안과 공포에 휩싸인 ‘스탠호프 대위’   ‘스탠호프’에게 정신적 지주와도 같은 ‘오스본 중위’   오랜 친구 ‘스탠호프’를 찾아 최전방으로 나선 신참 ‘롤리 소위’       긴장감과 전쟁의 공포만이 가득한 그곳에서 모든 감정들은 뒤엉켜 버리고,   갑작스럽게 이 모든 상황을 뒤바꾸려는 명령이 부대에 내려지게 되는데…       언제 터질지 모르는 전운이 감도는 최전방 참호에 놓인 세 남자!  지옥 같은 나흘, 그들의 모든 것이 무너지기 시작했다!,,,,,,,
2018,174370,저스티스 배틀,SF, 액션,존 소올스,더그 존스,존경하는 양아버지를 여읜 ‘지트니’는 여동생 ‘엔키’의 방황으로 상처를 받고 하나뿐인 가족과 떨어져 살아간다.  한편, ‘트레버 엘리마스’ 박사는 위험 원소를 이용해 이 세상에 다시 없을 발명을 꿈꾼다.  그러던 어느 날, 지트니는 우연히 동생과 재회해 양아버지의 유일한 소원에 따라 위험 원소를 찾아 나서는데...,,,,,,,,,,
2018,179161,저주의 산뗏,공포,헬피 카르딧,켈리 브룩, 재즈 오캄포,인도네시아 남편을 둔 로라는 시어머니가 위독하다는 소식을 접하고 병문안을 위해 두 딸과 함께 인도네시아 시댁을 방문한다.  하지만 집안에서 기괴한 일이 끊이지 않고 가족의 생명이 위협받기에 이르자 로라는 가족을 지키기 위해 사실관계를 확인하던 중 이것이 인도네시아 무속신앙과 관련된 흑마술과 끔찍한 가족의 저주와 연관되어 있음을 알게 되는데...,,,,,,,,,,,,
2018,177357,적 그리스도의 날,스릴러, 액션,라스무스 터지티스,고란 소그렌,양손이 못에 박히고 등에 특이한 문양이 새겨진 끔찍한 여성의 시체가 연이어 발견되면서 스웨덴 전역은 충격과 공포에 휩싸인다.  이 사건을 맡게 된 형사 ‘고란’과 그의 동료들은 범행 동기조차 파악할 수 없는 이 사건이 당황스럽기만 하고, 그런 그들 앞에 ‘가브리엘라’라는 여성이 나타나 사건의 배후에는 적 그리스도의 재림을 추종하는 위험한 광신도 집단이 있다는 믿을 수 없는 제보를 하는데...,,,,,,,,,,,
2018,177394,적인걸 3: 사대천왕,액션,서극,조우정, 풍소봉, 임경신,당나라 최고의 천재 수사관, 적인걸.  신도해왕 사건 이후 황제의 신임을 얻어  항룡간을 하사 받고 대리시의 수장이 된다.     이에 최초의 여황제가 되려는 황후 측천무후는  권력을 차지하기 위해 적인걸을 제거할 계획을 세우고,  근위대장 위지진금에게 항룡간을 빼앗아 올 것을 명령한다.     한편, 적인걸은 수사를 하던 도중   황후의 야심을 이용해 황실에 복수를 꿈꾸는 ‘바람의 전사’의 존재를 알게 되고  피의 복수를 막기 위한 목숨을 건 사투를 시작하는데…,,,,,,,,
2018,181368,전망 좋은 집: 맛있는 섹스,멜로/로맨스,잇 다오스카이,프라우 나파리, 피마이 카이묵,부동산에서 일하는 '반롱'은 집을 사러 온 '파누'에게 사랑에 빠진다. 한편, 오랜 친구였던 '반롱'과 '단'은 5년 전 '반롱'이 '단'의 남자친구를 빼앗아간 이후로 둘의 사이는 틀어졌는데, '파누'와 친한 '단'은 '파누'가 '반롱'이랑 같이 있는 걸 보고는 수단과 방법을 다해 둘을 갈라 놓으려 애쓴다. 죄책감이 생긴 '반롱'은 결국 '단'의 뜻대로 '파누'와 헤어지고 또 다른 사랑 '누응'을 만난다. 하지만 이번에도 '누응'과 '단'은 아는 사이이자 '누응' 역시 '단'이 좋아하는 남자였다. '단'은 두 번의 실패는 없다면서 둘을 갈라놓으려 하는데...,,,,,,,,,,
2018,171888,전설의 고향,코미디,원일구,변우민, 지대한, 강세정,폐쇄될 위기에 있는 시골 마을 기차역에서 벌어지는 귀신 소동을 그린 코믹 영화,,,,,,,,,,,
2018,166106,전화로 꼬시는 여자들,에로,모리 기타로,,휴대전화로 걸려오는 투자분양의 광고 전화. 보통은 성가셔하며 끊어버리기 일쑤지만 카미죠는 맨션을 매매하기 위해 영업에 한창 중인 여성 직원의 부동산 상담에 응한다. 그리고 맨션을 매입할 생각도 없이 그저 직원과의 섹스를 노리며 날짜까지 잡고 매물을 둘러본다. 집을 구경하는 척하며 직원에게 치근덕거리고 매입서류 작성을 빌미로 자신의 집으로 초대하는 등 작업을 해보지만, 부동산 직원은 계약을 성사하지 못하자 카미죠를 뿌리친다. 기회를 놓친 카미죠는 아쉬워하며 직원에게 전화를 걸어 매물에 관심이 있다고 다시 만나자고 한다. 직원은 더 많은 자료가 있으니 회사에서 만나자고 한다. 이에 카미죠는 어쩔 수 없이 회사까지 찾아간다.,,,,,,,,,,,,
2018,173441,절정기:느끼는 여자들,멜로/로맨스, 드라마,나가에 타카미,,아들몰래 오르가즘: 타지로 돈 벌러 떠난 남편. 아들과 원룸에서 생활하는 유부녀는 최근 남편의 벌이가 시원찮아 월세가 밀리자 집주인을 불러 몸을 바치는데, 상상이상의 집주인 물건에 영혼탈출. 야쿠르트 아줌마의 오르가즘: 장기출장을 간 남편. 빠듯한 살림에 야쿠르트를 팔던 유부녀는 휴일에 길에서 우연히 고객과 마주치게 되고, 반가운 마음에 대화를 나누다보니 어느 덧 그녀의 집 앞. 이상하게 달아오르는 그녀,,,,,,,,,,
2018,176060,젊은 누나,멜로/로맨스,이민,,친구의 집에서 함께 살며 남몰래 친구의 누나를 좋아하는 진우는 애인이 있으면서도 호시탐탐 누나에게 접근할 기회를 노리고 있다.  하지만 친구의 누나에게 섣불리 접근할 용기가 나지 않던 진우는 중요한 날 여자의 속옷을 입으면 행운이 온다는 말을 빌미로 누나에게 접근하고,  두 사람의 관계는 그렇게 점점 깊어지는데…,,,,,,,,,,,,
2018,179173,젊은 엄마 친구,멜로/로맨스,유해종,,재원은 복학 후, 미처 방을 구하지 못해 엄마 친구 희재의 집에서 하숙을 하게 된다. 그 집에는 희재의 딸 윤영이가 어느덧 성숙한 숙녀가 돼있었다. 어느 날, 학교 시험기간을 핑계로 윤영은 남자친구의 외박을 계획하고, 재원도 여자친구를 집에 들이는데.. 낌새를 눈치챈 희재가 집에 일찍 들어와 그들의 사랑을 방해한다. 한편, 남자친구의 섹스에서 만족을 못 느끼는 윤영은 재원을 보며 야릇한 상상을 하고, 희재는 부쩍 커버린 재원이 자꾸만 남자로 보인다. 결국, 참다못해 한밤 중에 재원을 자신의 침실로 부르는데...,,,,,,,
2018,173363,젊은 형수: 형의 여자를 탐하다,멜로/로맨스,강정훈,,형이 운영하는 만화 카페에서 일하던 하루마는 카페 매니저이자 형의 여자인 나나세에게 점점 끌린다. 예쁘장한 얼굴, 섹시한 몸매, 그리고 다정한 성품까지! 모든 걸 다 갖춘 그녀를 도저히 포기할 수 없던 하루마는 적극적인 애정공세를 펼치기 시작한다!,,,,,,,,,,,
