year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,
2013,100947,그 여자 그 남자의 속사정,멜로/로맨스, 코미디,이윤형,정다혜, 연제욱, 서지석,멋진 연애와 로맨틱한 첫경험을 꿈꾸는 수정(정다혜)이 일 년 동안 세 명의 남자를 만나면서 펼쳐지는 짜릿한 연애담. 머릿속에는 온통 수정과 하룻밤을 보내겠다는 생각밖에 없는 열혈 막가파 상철(연제욱)과 겉으로 보기에는 한없이 자상하고 순진해 보이는 정수(서지석), 그리고 잊혀질 만하면 나타나 그녀를 챙겨주는 미스터리한 남자 석태(이상일)까지…  과연 그녀와 야릇하고 아슬아슬한 첫경험을 하게 될 남자는 누구일까?,,,,,,,,,,,
2013,96983,그녀가 부른다,멜로/로맨스, 드라마,박은형,윤진서, 오민석,극장 매표원으로 일하는 진경(윤진서 분)은 모든 사람들에게 ‘까칠하다’,’불친절하다’,’퉁명스럽다’라고 평가 받지만 맡은 일 하나는 똑 소리 나게 해내며 하루 하루를 살아간다. 그런 그녀에게는 의미 없는 만남의 유부남 남철, 여자친구 같은 대학 동창 승민, 안정적이고 성실하며 자신을 사모하는 경호가 있다. 어느 날 그녀의 어머니가 돌아가셨다는 소식과 함께 남철의 아내, 경호를 좋아하는 여고생 은진이 나타나고 갑작스레 그녀의 인생은 세상의 편견과 시선의 저울대에 올라가게 되는데……,,,,,,,,
2013,117265,그녀의 비밀,멜로/로맨스,토모마츠 나오유키,사쿠라다 사쿠라, 사와이 마호,#1. 상경한 여동생의 비밀 마사토는 고향에서 고등학교를 다니던 중 부푼 꿈을 안고 도쿄에 올라온다. 하지만 도쿄에서의 생활이 기대했던 것과 거리가 멀게 무의미하다고 느껴질 무렵, 고향 옆집에 살던 미유키가 찾아온다. 어린 시절 친하게 지내던 둘은 처음엔 어색해하지만 마사토는 그녀에게 사랑을 느끼고 미유키 역시 마사토를 사랑하고 있었다고 고백하는데...  #2. 커피숍 여동생의 비밀 유리는 언니와 별거 중인 형부 야마지가 경영하는 커피숍에서 아르바이트를 하고 있다. 그녀는 시간이 흐를수록 형부를 짝사랑하게 되고 그 감정을 떨쳐내려고 애를 쓰지만 쉽지 않다. 그 허무한 마음을 달랠 길 없는 유리는 급기야 원 나이트 상대를 구해 자신을 학대하지만 그럴수록 더 공허함에 빠지는데...,,,,,,,,,,,,,
2013,110712,그녀의 신화,드라마,이승렬,최정원, 김정훈, 손은서,운명이 뒤바뀐 두 여자와 모든 것을 다 가진 한 남자가 진정성을 찾아가는 과정을 그린 드라마,,,,,,,,,,,,,
2013,105249,그녀의 연기,드라마,김태용,공효진, 박희순,서울여자 영희가 제주남자 철수의 애인행세를 하기 위해 제주공항에 도착했다. 철수가 자신의 결혼을 바라는 시한부 아버지의 마지막 소원을 풀어주기 위해 영희를 고용하고 가짜 피앙세 역할을 부탁한 것. 철수의 아버지를 만나러 가는 차 안, 영희는 프로처럼 그들의 연애 스토리를 그럴듯하게 세팅하지만, 철수는 그저 시큰둥하다. 갑자기 아버지가 의식을 잃었다는 연락을 받고 마음이 급해지는 두 사람. 드디어 병원에 도착하고, 이제 철수와 그의 아버지 사이에서 영희의 엉뚱하지만 몹시도 우아한 거짓말이 시작되는데…,,,,,,,,,,,
2013,104489,그때 그사람,,,,추억 속 한 켠에 잊지 못할 <그때 그 사람> 시간은 흐르고 기억은 가물거리지만, 우리의 추억 속에 살고 있는 사람들이 있습니다. 대한민국을 뒤흔든 사건사고의 주인공, 화제의 일반인, 잊혀진 유명 스타 등. 누구에게나 다시 보고 싶은 사람들이 있습니다. 비가 오면 생각나는 그때 그사람. 대체 어디서 뭘 하고 있을까? 보고 싶은 그 사람, 지금 만나러 갑니다... 바쁘게 돌아가는 일상에 추억과 그리움으로 쉼표를 찍는 시간. 추억을 달리는 TV <그때 그사람>,,,,,,,,,,,
2013,90947,그래버스,SF, 공포, 코미디,존 라이트,리처드 코일, 루스 브래들리, 러셀 토비,아일랜드의 한적한 섬마을인 에린 섬에, 휴가를 떠나는 경찰서장 대신 여경관 리사가 파견되고 리사는 그곳에서 함께 일할 경관인 오셔와 만나게 되는데 그는 항상 술에 취해 지내며 산다. 그러던 어느 날, 어부인 패디는 바다에서 괴생명체를 잡아오고 그 이후부터 사람들이 목만 남긴 채 죽은 시신으로 발견된다.  이를 조사하던 리사와 오셔는 괴생명체인 그래버에 대해 알게 되고 그래버를 없애기 위한 방안을 모색해 나가는데..,,,,,,,,,
2013,47370,그래비티,SF, 드라마, 미스터리, 스릴러,알폰소 쿠아론,산드라 블록, 조지 클루니,허블 우주망원경을 수리하기 위해 우주를 탐사하던 라이언 스톤 박사는 폭파된 인공위성의 잔해와 부딪히면서 소리도 산소도 없는 우주 한 가운데에 홀로 남겨지는데…,,,,,,,,,,,
2013,103719,그렇게 아버지가 된다,드라마, 가족,고레에다 히로카즈,후쿠야마 마사하루, 오노 마치코, 마키 요코,자신을 닮은 똑똑한 아들, 그리고 사랑스러운 아내와 함께 만족스러운 삶을 누리고 있는 성공한 비즈니스맨 료타는 어느 날 병원으로부터 한 통의 전화를 받는다. 6년 간 키운 아들이 자신의 친자가 아니고 병원에서 바뀐 아이라는 것. 료타는 삶의 방식이 너무나도 다른 친자의 가족들을 만나고 자신과 아들의 관계를 돌아보면서 고민과 갈등에 빠지게 되는데…,,,,,,,,,,,
2013,99073,그리고 싶은 것,다큐멘터리,권효,권윤덕, 심달연, 타시마 세이조,2007년, 한국, 중국, 일본의 작가들은 각자가 생각하는 ‘평화’를 그림책으로 완성해 동시출판하기로 한다. 한국의 그림책 작가 권윤덕은 위안부 피해여성 심달연 할머니의 증언을 토대로, ‘일본군 위안부’ 이야기를 그려내기로 결심한다.   “ ‘위안부’는 일본 정부가 가장 감추고 싶어하는 테마이기 때문에 가슴이 철렁했습니다. 하지만 모두들 그 자리에서 감동했었습니다. 꼭 그려줬으면 좋겠다고.”  그녀는 동료들의 뜨거운 지지 속에서 작업을 시작하지만, 오랫동안 잊고 지냈던 과거의 상처가 그림에 스며들기 시작하면서 예측할 수 없는 상황과 마주한다. 그녀의 스케치를 둘러싼 한국, 일본 작가들의 치열한 논쟁 속에서 그림책의 완성은 기약 없이 흘러가고, 함께 ‘평화’를 그려내자 했던 일본 출판사의 ‘무기한 출판 연기’ 통보는 그녀를 점점 지치게 하는데… 과연 그녀는 아이들에게 ‘평화’를 전할 수 있을까?,,,,,,
2013,107463,그림리퍼,공포,마이클 페이퍼,체리쉬 리, 벤자민 피츠, 브렌트 피들러,스트리퍼로 일하고 있는 레이첼은 일을 마치고 퇴근하던 중에 교통사고를 당하게 되고 병원에 입원하게 되지만 신기한 환영을 보고 난 후 정신병원에 수감된다. 레이첼은 의사과정을 거치고 있는 애인인 리암에게 전화해 자신이 이상한 곳에 갇혀 있다고 연락하고 쭉 그 상태로 지낸다. 리암은 교수님께 연락해 레이첼이 갇혀있는 곳이 학대혐의로 문을 닫은 정신병원이라는 사실을 알게 되고 그곳으로 향한다.  한편 레이첼과 동료 환자들이 그곳에 있는 동안 이상한 환영이 하나 둘 동료들을 죽이기 시작하고 환영을 피해 도망치던 중 병원의사인 브라운이 죽기직전 자신이 사는 대신 사신이 회수하지 못한 영혼들을 수습하는 계약을 해서 사신이 이곳 사람들의 영혼을 회수한다는 사실을 알게 되는데…,,,,,,,,,,,,,
2013,84849,그림자 애인,드라마, 멜로/로맨스,반원량,권상우, 장백지,대기업 KNC의 상속녀 패리스(장백지)가 스키여행 도중 실종된 이후, KNC의 CEO 권(권상우)은 우연히 패리스와 똑같은 외모를 가진 진심(장백지)과 마주치게 된다. 권은 다른 사람의 손에 회사가 넘어가기 전에 회사를 구할 수 있는 유일한 방법으로 진심에게 패리스로 가장해 진짜 그녀를 찾을 동안 시간을 벌어달라고 부탁한다.  진심은 이 제안을 받아드리고 맡은 임무를 잘 소화해 내며, 회사 사람들 모두 그녀를 패리스로 착각하게 만든다. 시간이 지나며 진심과 권은 감정적으로 서로 끌리지만, 진심은 권이 정말로 자신을 사랑하는지 아니면 패리스를 사랑하는지 혼란스러워 한다. 잠시 동안이지만 새로운 삶에 이미 익숙해졌을 무렵, 진짜 상속녀 패리스가 살아 돌아오는데..  사랑이 서툰 그들에게 진짜 사랑이 찾아온다!,,,,,,,,,
2013,96968,극장판 나루토 질풍전: 로드 투 닌자,애니메이션, 액션,하야토 다테,타케우치 준코, 나카무라 치에, 모리카와 토시유키,십 수년 전. 수수께끼의 닌자 가면 남자에 의해 거대한 마수 구미가 풀려나고 만다. 구미에 쫓겨 괴멸 위기에 처한 나뭇잎 마을. 마을을 지킬 수 있는 방법은 단 한가지. 리더인 4대 호카게 미나토와 아내 쿠시나가 함께 막 태어난 아들 나루토의 몸에 구미를 봉인하는 것 뿐. 자신의 생명을 희생한 두 사람에 의해 가까스로 마을은 구해지고, 그 미래는 나루토에게 맡겨지게 되는데. 시간은 흘러, 죽은 줄로 알고 있던 멤버까지 합세해 아카츠키가 나뭇잎 마을을 습격한다. 그런데 이상하게도 아카츠키는 별다른 반격도 없이 물러난다. 사투를 끝낸 나루토는 갑자기 나뭇잎 마을에 모습을 드러낸 가면 남자로부터 습격을 받는다. 사쿠라와 나루토는 가면 남자의 동술에 당해 정신을 잃게 된다. 그런데 눈을 뜬 두 사람 앞에 펼쳐진 나뭇잎 마을이 평소와 다르다는 것을 깨닫는다. 카카시나, 츠나데, 제7반의 멤버, 언제나 함께한 동료들이 마치 다른 사람인 것처럼 변해 있는 것이 아닌가. 게다가 사스케까지 마을에 돌아와 있다. 더 놀라운 것은 죽은 나루토의 부모 미나토와 쿠시나가 살아 있는 것!! 도대체 무슨 일이 일어 난 걸까? 갑자기 눈앞의 현실이 변해버리고 만 것에 대해 당혹해 하는 나루토와 사쿠라. 하지만 나루토는 부모와 만날 수 있게 되었다는 기쁨을 감출 수가 없다. 한편, 이 세계는 또 한번 가면 남자에 의해 존망의 위기를 맞게 된다. 구미의 힘을 노리는 가면 남자. 또 한번 나뭇잎 마을에 멸망의 위기가 찾아오게 되는데…과연, 나루토는 가면 남자로부터 세계를 지켜낼 수 있을까?,,,,,
2013,101669,극장판 도라에몽:진구의 비밀도구 박물관,애니메이션,테라모토 유키요,미즈타 와사비, 오오하라 메구미, 카카즈 유미,셜록진구 VS 괴도디럭스 도라에몽의 사라진 방울을 찾아라! 정체불명의 괴도디럭스와 맞서는 셜록 진구의 기상천외한 추리가 시작된다!  나른한 오후, 팥빵을 잔뜩 먹고 졸음을 참지 못한 도라에몽은 벽장 속에서 낮잠을 자던 중 누군가가 자신의 목에 달린 노란 방울을 훔쳐갔다는 사실을 알고 혼비백산한다. 도라에몽 4차원 주머니 속에서 셜록홈즈 세트를 꺼내 추리 해보니, 범인의 이름은 ‘괴도디럭스’. 단서는 ’22세기 비밀도구 박물관’! 비밀도구들이 하나씩 사라질 때 마다 의문의 예고장을 보내는 괴도디럭스의 정체를 찾아 진구와 친구들은 함께 나서는데……  괴도 디럭스는 누구며, 도라에몽과 친구들은 과연 도둑맞은 방울을 다시 찾을 수 있을까?,,,,,,,,,,
2013,99759,극장판 마법 소녀 마도카 ☆ 마기 카 [후편] 영원의 이야기,애니메이션, 판타지, 드라마,신보 아키유키,유우키 아오이, 사이토 치와, 미즈하시 카오리,마법소녀의 충격적인 진실이 드러나고, 설상가상 최강의 마녀 ‘발프르기스의 밤’이 강림하려 한다. ‘큐베’와 ‘마도카’의 계약을 그토록 막았던 ‘호무라’의 놀라운 비밀, ‘큐베’의 숨겨진 정체, 그리고 마침내 마법소녀가 된 ‘마도카’.  싸움과 죽음의 운명을 받아들이면서까지 이루고 싶은 소원은 무엇일까?,,,,,,,,
2013,100022,극장판 마법소녀 마도카☆마기카 [전편] 시작의 이야기,애니메이션, 판타지, 드라마,신보 아키유키,유우키 아오이, 사이토 치와, 미즈하시 카오리,밝고 착한 15살 소녀 ‘마도카’는 미래의 꿈을 고민하는 평범한 소녀. 어느 날, 차가운 눈빛의 신비한 전학생 ‘호무라’를 만난다. 그녀는 ‘소중한 것들을 지키고 싶다면 변치 말고 그대로 있으라’며 ‘마도카’를 협박하는데. 같은 날, ‘큐베’라는 정체불명의 생명체가 나타나 마녀로부터 사람들을 구하는 마법소녀가 될 것을 권유한다. 다만 소녀의 영혼과 어떤 기적이든 가능한 한 가지 소원을 맞바꾸는 조건으로.   망설이는 ‘마도카’보다 먼저 계약을 한 단짝 ‘사야카’. 그러나 자신의 소원에 오히려 배신당한 ‘사야카’는 자포자기의 심정으로 폭주하고. ‘큐베’는 ‘마도카’가 우주의 법칙까지 바꿀만한 잠재력을 지녔다며 ‘사야카’도 다시 되돌릴 수 있다고 설득하지만 ‘호무라’는 끝까지 그녀의 계약을 막는다.  그리고 드러나는 마법소녀의 충.격.적 진실!,,,,,,,,,
2013,93774,극장판 베르세르크: 황금 시대편Ⅲ - 강림,애니메이션, 판타지, 액션,쿠보오카 토시유키,이와나가 히로아키, 사쿠라이 타카히로, 유키나리 토아,거듭되는 전승으로 승승장구하던 ‘매의 단’의 대장 그리피스는  가츠가 떠난 뒤 공주를 범한 죄로 지하감옥에 갇히고 ‘매의 단’은 역적으로 몰려 떠돌이 신세가 된다.   일년 뒤, 다시 돌아온 가츠는 그리피스의 소식을 듣고 그를 감옥에서 구해낸다. 그러나 오랜 고문으로 이미 재기불능 상태가 돼버린 그리피스. 모든 꿈이 꺾인 그는 현실에 비관하며 목숨을 끊으려 하고  그 순간, 그의 강렬한 야망이 봉인된 ‘고드핸드’를 불러낸다.  신과 인간의 중간 존재인 ‘고드핸드’는 소원을 이루기 위해선 제물이 필요하다 말하고 이에 그리피스는 ‘매의 단’을 바치겠다 말하는데…!   고드핸드 ‘페무토’로 부활한 그리피스와 죽음의 낙인이 찍힌 ‘가츠’의 대결! 모든 이야기는 지금부터 시작이다!,,,,,,,,,
2013,107748,극장판 슈타인즈 게이트: 부하영역의 데자뷰,애니메이션,와카바야시 칸지,미야노 마모루, 하나자와 카나, 세키 토모카즈,광기의 매드 사이언티스트를 자칭하는 오카베 린타로와 그의 라보멤 동료들은  우연히 과거로 보낼 수 있는 메일 “D메일”을 발명하게 된다,  그러나 과거를 몇 번이고 바꿔도 동료의 죽음을 막지 못하는 어두운 미래만이 있고  오카베 린타로는 절망하게 된다. 그런 그가 찾아낸 한줄기 빛은 누구도 죽지 않는  미래 즉 슈타인즈 게이트라고 불리는 세계선. 시간축을 뛰어넘어 얽혀있는 문제를  풀어내 드디어 슈타인즈 게이트에 도달하게 되지만 몇 개의 세계선을 넘어다닌  오카베의 뇌에 거대한 부하가 걸리기 시작하고 만다.,,,,,,,,,,,,
2013,101038,극장판 썬더일레븐 GO VS 골판지 전사 W,애니메이션,미야오 요시카즈,테라사키 유카, 시모노 히로,강수호가 이끄는 썬더레전드 코리아와 천마루가 주장을 맡고 있는 신생 썬더코리아의 시합 날, 정체를 알 수 없는 애스터라는 소년이 나타나 강수호를 쓰러트리고, 갑자기 수 많은 소형 로봇들까지 나타나 관객들을 공격하기 시작한다!  이 세계에서는 한 번도 본 적 없는 이들 로봇은 바로 LBX! 그리고 관중들을 공격하는 이들에 맞서 또 다른 LBX들이 출현하는데…. 갑자기 나타난 최반과 이하늘 그리고 골판지 전사들은 당황해하던 천마루 일행과 함께 관중들을 공격하던 로봇들을 물리치고는 순식간에 사라져 버린다.   과연 갑자기 나타난 애스터와 소형 로봇들의 정체는 무엇이며 최반과 이하늘 일행은 전혀 다른 세계에 왜 나타난 것인지?!    최강의 축구팀과 LBX 군단이 지구의 운명을 걸고 피할 수 없는 승부를 시작한다!,,,,,,,,,,,,
2013,116246,극장판 요술공주 밍키 - 꿈속의 윤무,애니메이션,유야마 쿠니히코,코야마 마미,어느날 밍키의 부모님이 탄 비행기가 수수께끼 섬에서 행방불명되고, 밍키는 부모님을 찾기 위해 섬으로 떠나게 된다. 섬에 들어오는 어른은 모두 어린아이가 되어버리는 비밀을 간직하고 있는 이 곳에는 신비스런 힘을 노리는 스파이들이 모여드는데..,,,,,,,,,,,,,,
2013,97682,극장판 쥬얼펫: 스위트댄스 프린세스,애니메이션,사쿠라이 히로아키,아시다 마나, 사이토 아야카, 히라노 아야,쥬얼펫들은 이웃왕국 스위트랜드 슈가공주의 생일파티에 초대를 받고 그곳에서 스위트펫들을 만나 친구가 된다.   그런데 공주에게 청혼을 거절당한 크렘 브륄레 공작이 젤리로 만든 캡슐에 먹보 스위트펫인 구미밍을 넣어 파티장으로 대포를 발사해 생일케이크를 모두 먹어버리게 하자 공주의 생일파티는 이틀 후로 연기가 된다.  쉬는 동안에 스위트펫과 쥬얼펫들은 구미밍을 데리고 스위트랜드의 이곳저곳을 둘러보기로 한다. 하지만 이 모든 것은 크렘 공작이 전설의 스위트펫 구미밍을 시켜 스위트랜드와 슈가공주의 스위트파워를 파괴하려는 엄청난 음모로 구미밍이 왕국의 랜드마크인 캔디타워까지 먹기 시작하고 무너진 타워의 조각을 먹은 구미밍은 갑자기 커다란 괴물로 변해 스위트랜드를 위기로 몰아넣는데..  과연 마법의 쥬얼펫 친구들은 스위트랜드를 구하고 소중한 친구인 구미밍을 지켜내 수 있을까?,,,,,,,,,,,,,
2013,112094,극장판 토리코 : 미식신의 스페셜메뉴,애니메이션, 모험, 코미디, 판타지, 가족,자코 아키후미,오키아유 료타로,세상은 구르메 시대. 토리코에게 특별한 음식을 위한 비밀의 식재료를 찾아 달라는 의뢰가 들어온다. 이 음식은 다름아닌, 미식신 아카시아의 ‘스페셜메뉴’!! 토리코 일행은 외딴섬, ‘아카시아의 키친’에 도착해 섬의 관리인 아야메를 만난다. 토리코와 친구들은 섬에는 있는 엄청난 식재료들와 '스페셜메뉴'와 관련된 수수께끼로 놀라움을 금치 못하는데… 아야메와 함께 수수께끼를 파헤치는 토리코 일행 앞에 압도적인 힘의 소유자이자 전 미식회 특별고문 기림, 미식회 부요리장 3인과 신형 GT로봇까지 나타나 토리코를 방해한다. 미식 사천왕까지 모여 맞서 싸우지만 기림의 일당에게 잇따라 쓰러지고 마는데…?! 과연 이 장렬한 싸움의 결말은? 과연 토리코와 친구들은 수수께끼를 풀고, 아카시아의 스페셜메뉴를 손에 넣을 수 있을 것인가!?!,,,,,,,
2013,101611,극장판 헌터X헌터 : 팬텀루즈,애니메이션, 액션, 모험,사토 유조,카와시마 우미카, 후지키 나오히토, 한 메구미,세계 7대 미색 중 하나인 ‘붉은 눈’을 가진 쿠르타족. 위험도S 클래스의 도적집단 환영여단은 이를 노리고 크라피카만을 남겨둔 채, 쿠르타족 전원을 잔인하게 몰살 시킨다. 유일하게 살아남은 크라피카는 오직 일족의 복수를 위해 헌터가 되기로 결심한다. 헌터가 되기 위한 여행 도중, 각기 다른 이유로  최고의 헌터를 꿈꾸는 곤, 키르아, 레오리오를 만나 우정을 쌓는다. 그러나 즐거움도 잠시, 크라피카마저 속수무책으로  붉은 눈을 빼앗기고 마는데…  드디어 밝혀지는 크라피카의 비밀! 피할 수 없는 운명을 건 복수! <헌터X헌터> 사상 단 한 번도 드러나지 않았던 이야기가 지금 시작된다!,,,,,,
2013,98982,극장판: 타이거 앤 버니,애니메이션, 액션,요네타니 요시토모,히라타 히로아키, 모리타 마사카즈, 코토부키 미나코,평범한 인간과 NEXT(초능력자)가 더불어 살아가는 거대 미래도시 슈테른빌트. NEXT 중에서도 최고의 기량을 뽐내는 8명의 슈퍼 히어로가 스폰서 기업에 속하여 도시의 안전을 지키고 있다. 그들의 액션 활약상은 최고의 인기 프로그램 HERO TV를 통해 생중계되고, 매 시즌 최고의 성과를 보여준 히어로가 킹 오브 히어로로 선출된다. 그러던 어느 날, 평화의 상징인 ‘정의의 조각상’이 초능력을 악용하는 정체 불명의 NEXT에 의해 도난 당하게 되는데…,,,,,,,,,,
2013,117034,근무중 이상무,,,기태영, 데프콘, 이훈,각 분야에서 활동 중인 연예인들이 경찰체험을 하는 예능 프로그램,,,,,,,,,,,,,
2013,102683,글래디에이터: 로마 영웅 탄생의 비밀 3D,애니메이션, 액션, 모험,이기니오 스트라피,루카 아르겐테로, 로라 치아티, 베렌 로드리게즈,로마의 유명한 글래디에이터 아카데미에 다니는 게으르고 의욕 없는 '티모'. 모두의 바람과는 달리 티모는 훌륭한 용사가 되기보다는 친구들과 어울려 다니기에 열심이다. 그러던 중 '크로니 장군'의 아름다운 딸 '루씰라'가 나타나게 되고 그녀의 마음을 사로잡기 위해 용사가 되기로 마음먹는다. 티모는 이 불가능한 도전을 위해 시크릿 트레이너 다이애나를 찾아가 글래디에이터가 되기 위한 기상천외한 훈련을 받게 되는데… 과연 티모는 무사히 훈련을 마치고 최고의 용사로 거듭날 수 있을까?,,,,,,,,,,,
2013,108228,글래이즈 4,액션, 범죄, 드라마,,맷 패스모어, 키엘 산체즈, 카를로스 고메즈,시카고 경찰이 작은 플로리다 마을로 가면서 생기는 이야기,,,,,,,,,,,
2013,79601,글렌, 플라잉 로봇,SF, 드라마,마크 골드스타인,빌리 보이드, 도미닉 굴드,유명한 피아노 연주자인 헨리는 음악에 몰두하며 아내 라나에게 신경을 써주지 못한다. 임신했다는 소식을 듣고도 크게 기뻐하지 않자 라나는 잭을 찾아가 마음의 위로를 받고 키스를 나눈다. 그 장면을 보고 분노한 헨리가 달려들어 둘은 몸싸움을 하게 되고 헨리의 잘못으로 잭은 손을 크게 다친다. 피아니스트인 잭은 이 일을 계기고 평소 슬럼프였던 자신의 연주 실력에 더욱 자괴감을 갖게 되고, 자신이 작곡한 음악조차 못 듣게 되자 술에 빠져 지낸다. 손이 불편한 그를 위해 로봇 전문가 앨런은 가사 도우미 로봇을 선물한다. 인격을 갖춘 이 로봇은 잭을 불쌍히 여기고, 잭을 위해 피아노를 치기 시작한다. 그런 로봇을 보고 잭은 최고의 피아니스트 글렌 굴드의 이름을 따 글렌이라 이름을 붙여주며 자기 대신 연주할 수 있는 사람을 찾았다고 기뻐하지만 결국 그 일도 실패로 돌아가고 만다. 좌절하고 술에 취해 되는대로 위험한 계획을 떠들어 댄 잭. 그런 잭을 보고 글렌은 잭의 말을 그대로 실천하기 시작한다.,,,,,,,,,,
2013,103177,글로리아,드라마, 코미디,세바스티안 렐리오,폴리나 가르시아, 세르지오 헤르난데즈, 디에고 폰테실라,칠레의 산티아고. 퇴근 후 밤마다 싱글 클럽에서 춤을 추는 글로리아.  여전히 찬란한 제2의 인생을 꿈꾸는 그녀는 어렵사리 한 남자를 만나 연애의 단 꿈에 빠져든다.  그러나 그녀가 꿈꾸던 멋진 신사가 아니라는 것을 깨닫고 둘의 사랑은 위기를 맞는데…  과연 그녀가 원하는 행복은 언제쯤 손에 잡힐까?,,,,,,,,,,,,
2013,117761,글로벌 홈스테이 집으로,,김세진,최수종, 하희라, 박용우,서로 다른 언어와 생활 양식 속에서 살아온 이들이 이웃이라는 울타리로 하나가 되는 모습을 보여주는 프로그램,,,,,,,,,,,,,
2013,120026,글로벌다큐멘터리 스파이 펭귄,다큐멘터리,,,최신 스파이 카메라를 통해 만나는 펭귄들의 놀라운 세상! 지금까지와는 전혀 다른 새로운 관점에서, 이 놀랍고도 카리스마 넘치는 새들의 행동과 탁월한 생존 전략을 엿본다.  ‘Polar Bear-Spy on the Ice'의 성공에 이어, 스파이 카메라가 한 차원 높은 펭퀸캠-고도로 사실적인 펭귄과 새끼 펭귄, 알 등으로 위장한 애니마트로닉스 카메라로 거듭난다. 얼어붙을 듯 추운 남극에서 서식하는 황제펭귄부터, 그와는 전혀 다른 환경인 남아메리카의 사막에서 살아가는 훔볼트 펭귄과 포클랜드 제도의 바위뛰기 펭귄에 이르기까지, ‘Penguins - Spy in the huddle'은 펭귄들이 1년에 걸쳐 겪는 도전과 드라마, 그리고 코믹한 장면들을, 내부자의 시선으로 생생하게 전해 준다. 놀라운 기술로 무장한 펭귄 스파이캠은, 펭귄 무리 속에 자연스럽게 섞여 땅 위에서나 바닷속에서나 그 어느 때보다도 가깝게 펭귄들의 삶을 들여다본다.,,,,,,,
2013,96840,금 나와라, 뚝딱!,드라마,이형선, 최은경,한지혜, 연정훈, 이태성,중산층의 허세와 실상을 풍자적으로 그려내면서 결혼과 가족의 의미를 찾으려는 가족드라마.,,,,,,,,,,,
2013,109115,금요일엔 수다다,,윤태욱,김태훈, 이동진,불금을 가장 의미 있게 보내는 방법! 영화와 음악, 그리고 수다가 함께 하는 밤. 이동진, 김태훈과 함께라면 더욱 매력 돋는 시간. 밤에 보면 훨씬 괜찮은 남자들의 한밤의 수다 소동! 여러분의 아까운 금요일 밤을 돌려드립니다.,,,,,,,,,,,,
2013,117760,기막힌 남편 스쿨,,,정준하, 홍록기, 윤형빈,불량남편들이 백년해로를 누리기 위해 알아야 할 다양한 정보를 배워 아내에게 실천, 부부의 소중함을 깨닫게 하는 남편 생활 버라이어티 프로그램,,,,,,,,,,,,
2013,124330,기막힌 외출_시즌7: 갑을전쟁,,박승호, 독고찬, 이영식,김준호, 탁재훈, 최필립,대한민국의 모든 '갑.을'들을 위한 유쾌.상쾌.통쾌 버라이어티! '갑'혹은 '을'이 된, 기막힌 외출 멤버 8인의 처절하고도 반전 넘치는 승부!,,,,,,,,,,
2013,75612,기브 엠 헬, 말론,액션, 범죄, 스릴러,러셀 멀케이,토마스 제인, 빙 라메스,말론은 온 가족이 살해당한 후, 형사에서 살인 청부업자로 직업을 바꾸고 자신의 가족을 죽여 직접 심장을 손으로 뜯어냈다는 전설같은 뒷이야기가 따라붙는 뛰어난 살인청부업자다. 어느날 가방을 찾아와달라는 의뢰를 받고 찾아간 곳에서 죽을 뻔한 경험을 하고, 이번 사건의 의뢰인을 찾아가 자초지종을 물었지만, 오히려 도와달라는 이야기를 듣게 된다. 자초지종을 들은 말론은 의뢰인 에블린과 함께 동생 새미의 목숨을 구하기 위해 고군분투하게 되고, 사건을 파고들수록 에블린의 정체에 대해 의심하게 된다. 한편 말론의 전설같은 이야기의 진실이 밝혀진다.,,,,,,,
2013,117521,기어와라! 냐루코양 W,코미디,나가사와 츠요시,아스미 카나, 키타무라 에리, 마츠키 미유,평범한 남자 고교생 야사카 마히로 앞에 갑자기 등장한 은발머리의 미소녀, 냐루코는 자신을 신화 속에 등장하는 사신, 니알라토텝이라 소개하고 사랑을 고백한다. 이렇게 시작된 냐루코와 마히로의 관계는 또다른 사신(우주인)들과 지구인들로 인해 더욱 복잡해지는데... 2012년을 흔들었던 카오스 러브 코미디가 더욱 카오스해져서 컴백!,,,,,,,,,,,
2013,115433,기황후,드라마,한희, 이성준,하지원, 주진모, 지창욱,,,,,,,,,,,,,
2013,92110,길 위에서,다큐멘터리,이창재,이창재, 민재 행자, 선우,명문대 졸업, 미 유학파, 젠(Zen) 센터의 경험으로 출가한 ‘엄친 딸’ 상욱 행자! 어린 시절, 절에 버려져 ‘동진 출가’의 업을 지닌 선우 스님! ‘신세대형’ 비구니, 인터넷 검색으로 ‘절’에 왔다는 민재 행자! 37년간 수행의 길을 걸어왔지만, 아직도 그 끝을 알 수 없다는 영운 스님!  21세기를 살아가는 그들이 머리를 자를 수 밖에 없었던 사연은?  일 년에 단 두 번만 문이 열리는 곳, 비구니 수행도량 ‘백흥암’ 그곳에서 비구니와 함께한 300일 간의 템플스테이가 공개된다!,,,,,,,
2013,117536,김지윤의 달콤한 19,,문태주, 신의철, 이창진,김지윤, 홍진호, 홍진영,‘강용석의 고소한 19’의 두 번째 시리즈로 ‘강용석의 고소한 19’ 제작진이 그대로 뭉친 신개념 연애 힐링 프로그램,,,,,,,,,,,
