year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,
2013,118450,겟잇뷰티 2013,,,유진,,,,,,,,,,,,,,,,
2013,108266,격전,액션, 드라마,임초현,장가휘, 펑위옌, 메이팅,젊은 시절 복싱 챔피언까지 차지했지만 지금은 빚 독촉을 피해 마카오로 피신중인 40대 퇴물복서. 남편에게 버림받고 아들마저 사고로 잃은 엄마와 함께 생활하는 철든 여자아이 집에서 더부살이를 시작한다. 지인을 통해 복싱체육관에서 아주머니들의 복싱 다이어트를 가르치면서 겨우 생계를 유지하지만 적성에는 맞지 않아 늘 스트레스를 받는다.  그러던 어느 날 사업 실패로 폐인이 된 아버지의 재기를 위해 MMA(종합격투기) 무대에 오르기로 결심한 순수청년을 통해 자신의 과거 모습을 회상하면서 제자로 받아준다. 이 두 사람이 의기투합하여 MMA 대회에 참가하고 연승을 거두지만 결승전에서 챔피언과의 대결에서 청년은 큰 부상을 당해 생명이 위독하다. 제자를 통해 삶의 의미를 되 찾은 퇴물복서는 자신과 어린 여자아이, 엄마, 그리고 제자를 가슴에 품고 챔피언이 되기 위한 MMA 대회에 도전한다.,,,,,,,,,,
2013,119919,결혼 프로젝트 링,,,서경석, 박경림, 서현진,허례허식으로 가득 찬 대한민국의 현(現) 결혼 문화를 타파하고, 결혼의 진정한 의미를 찾고 있는 신혼부부, 혹은 예비부부들과 그들이 꿈꾸는 결혼 생활에 대한 이야기를 통해 '결혼하고 싶은 대한민국'의 긍정적인 변화를 제시, 행복한 대한민국의 미래를 설계하는 데 기여하고자 한다.,,,,,,,,,,
2013,104864,결혼의 여신,드라마,오진석,남상미, 조민수, 김지훈,신념과 가치, 인생관이 다른 주인공들의 사랑과 갈등을 통해 우리 시대 진정한 결혼의 의미와 소중함을 그려낸 드라마.,,,,,,,,,,,,
2013,104612,결혼전야,멜로/로맨스, 코미디,홍지영,김강우, 김효진, 이연희,“너의 과거가 나를 미치게 해!” _과거남녀 태규&amp;주영 한번 헤어진 후 다시 만난 전직 야구선수 태규(김강우)와 비뇨기과 의사 주영(김효진) 결혼식 일주일 전, 서로의 충격적인 과거를 알게 되다?!  “우리 사랑하는거 맞아?” _권태남녀 원철&amp;소미 연애 7년차, 스타 쉐프 원철(옥택연)과 네일 아티스트 소미(이연희) 우리가 결혼하는 이유? 오래 사귀었으니까!  “그녀와의 밤이 두려워...” _국제남녀 건호&amp;비카 순수한 꽃집 노총각 건호(마동석)와 우크라이나에서 온 절세미녀 비카(구잘) 국경과 나이도 초월한 두 사람의 사랑을 방해하는 것은? 건호의 몸에 찾아온 이상징후!  “이 결혼 절대 못해!” _충돌남녀 대복&amp;이라 만남에서부터 결혼까지 LTE급 속도로 진행 중인 ‘파파걸’ 이라(고준희)와 ‘마마보이’ 대복(이희준) 그러나 결혼은 현실! 혼수준비, 신혼여행, 종교, 집안문제까지 달라도 너무 다르다!  그리고......  “이대로 도망가고 싶다” _흔들남녀 경수&amp;소미 여행사 실수로 부녀회 단체여행에 합류한 소미(이연희)와 티격태격하는 제주도 여행가이드 경수(주지훈) 결혼식 일주일 전, 운명적인 사랑에 이끌리다!  과연 이들은 메리지 블루를 극복하고 무사히 결혼에 골인할 수 있을까?,,,,,,
2013,92111,경복,드라마,최시형,최시형, 김동환,수능이 끝났다. 여행을 떠나며 엄마는 집에 친구들을 부르지 말라고 하셨다. 하지만 나는 언제나처럼 동환이를 불렀다. 스무 살이 된 우리들은 독립을 하기로 했다. 돈이 없어서 우리집에서 하는 슈퍼 셋방을 팔아서 자금을 마련하기로 했다. 집을 얻기 위해 찾아오는 사람들과 집을 팔아서 집을 얻어야 하는 우리들이 만났다. 시나리오 쓰는 형, 뮤지션을 꿈꿨던 형, 대학생 누나 등 집이 필요한 사람들은 어쩐지 우리와 별반 다르지 않은 것 같다. 동환이가 맘에 들어 한 대학생 누나가 방의 주인이 될 것 같다. 이제 우리도 진짜 독립이다. 동네 형이 알려준 월드와이드웹이 뭔지 아직 잘 모르겠지만 독립을 하면 월드와이드웹의 첫 발을 떼는 기분일 것 같다.,,,,,,,,,,,,
2013,139653,고대 도시 폼페이에 무슨 일이 있었나,,,,서기 79년, 베수비오 산 폭발 당시 피해자들은 화산재에 뒤덮인 채 영원히 박제되었다. 21세기 검시 기술을 사용하여, 당시 어떤 환경이 그들의 몸을 완벽하게 보존했는지 탐구해 본다. 놀라운 CGI 영상과 함께 사상 최초로 폼페이인의 얼굴이 안면 재생 기법으로 공개된다.,,,,,,,,,,,,,
2013,97693,고령화 가족,드라마,송해성,박해일, 윤제문, 공효진,인/생/포/기/ 40세 ‘인모’ 결/혼/환/승/전/문/ 35세 ‘미연’ 총/체/적/난/국/ 44세 ‘한모’ 개/념/상/실/  15세 조카 ‘민경’ 자/식/농/사/대/실/패/ 69세 ‘엄마’   평화롭던 엄마 집에 나이 값 못하는 가족이 다시 모여들기 시작한다. 엄마 집에 빈대 붙어 사는 철없는 백수 첫째 ‘한모’, 흥행참패 영화감독 둘째 ‘인모’, 결혼만 세 번째인 뻔뻔한 로맨티스트 셋째 ‘미연’. 서로가 껄끄럽기만 한 삼 남매와 미연을 쏙 빼 닮아 되바라진 성격의 개념상실 여중생 ‘민경’까지, 모이기만 하면 사건 사고가 끊이지 않는 이들의 속사정이 공개된다!  평균 연령 47세, 극단적 프로필, 나이 값 못하는 {고령화가족}이 온다!,,,,,,,,
2013,117535,고성국의 빨간 의자,,,고성국, 최송현, 진보라,정치, 사회, 경제, 문화 각 분야에서 대한민국의 뿌리와 가지가 되어 온 명사들의 이야기를 만나는 프로그램,,,,,,,,,,
2013,98505,고스트,모험, 코미디, 판타지,자비에르 루이즈 칼데라,라울 아레발로, 알렉산드라 지메네즈,교사 모디스토는 귀신을 보는 능력을 가졌다. 그 특별한 능력과 소심한 성격 탓에 학교에선 해고 당하고 인생은 꼬여만 간다. 새로 옮긴 학교에서 새출발을 결심한 모디스토!  그러던 중 학교에서 수상한 학생들을 만나게 되면서 안 그래도 꼬인 그의 인생이 더욱더 스펙타클 해진다.  정체불명 수상한 학생들은 학교를 폐교 직전까지 몰아가고 그들을 학교에서 내보내기 위해 모디스토는 20년째 학교에 있는 학생들을 졸업시키기 위한 계획을 세우는데…  귀신 때문에 인생 제대로 꼬인 남자, 문제적(?) 학생들과 살벌하게 만난다!,,,,,,,,,,,
2013,117247,고양이 소녀,멜로/로맨스,최경진,이수완, 히로사와 소우,배우 지망생 준철은 결혼을 종용하는 여자 친구와 동거 중이다. 준철은 주연으로 데뷔한 후 결혼하자고 설득하지만 결국 이별을 통보 받고 쫓겨난다. 갈 곳이 없어 난처한 준철에게 때마침 선배가 출장을 가야 한다며 자기 집에 있는 고양이를 봐달라는 부탁을 받는다. 하지만 막상 가보니 고양이가 아닌 실어증에 걸린 가출 소녀다. 경찰서에 신고하자고 선배와 말싸움을 하다 뛰쳐나온 준철은 여자 친구의 화가 풀렸을 거라 생각하고 찾아가지만 또 쫓겨난다. 준철은 결국 선배 집에서 고양이 소녀라 불리는 가출 소녀와의 동거를 시작한다.   고양이 소녀는 처음에는 준철을 경계하지만 잘 대해주자 스스로 그의 품에 안긴다. 준철은 고양이 소녀를 품을 때마다 자신은 선배와 다르다고 생각한다. 선배의 집에 머물면서도 열심히 오디션을 보러 다니는 준철은 하루 빨리 데뷔해서 여자 친구에게 돌아가고 싶다. 준철이 선배 집을 비운 어느 날, 준철의 매니저가 찾아오고 고양이 소녀를 탐내기 시작하고 급기야는 섹스를 하게 된다. 그날 이후 매니저는 자신의 직업을 살려 고양이 소녀를 속옷 모델, 야한 동영상 촬영 등에 이용하고 마침내 준철의 데뷔를 위해 감독에게 성상납까지 하게 된다. 그러면서 고양이 소녀의 말 못할 과거를 알게 되고 준철과 고양이 소녀, 그리고 여자 친구와 매니저의 관계가 묘하게 얽히게 된다.,,,,,,,,,,,
2013,104879,고혹자 - 가두지왕,드라마, 액션,유송,유송,전설의 스트리트 파이터 펑, 친구를 위해 싸움에 나서다 의도치 않게 사람을 죽이고 만다. 출소 후 새로운 삶을 다짐하지만 그의 주변 사람들은 ‘주먹’이 필요할 때마다 그를 찾아 도움을 요청하는데… 이에 펑은 오직 정의를 위해서만 자신의 주먹을 쓰기로 다짐하고 ‘가두지왕’으로 나서기 시작하는데…,,,,,,,,,,,,,
2013,99566,공각기동대 S.A.C Solid State Society 3D,애니메이션, 액션, 판타지,카미야마 켄지,타나카 아츠코, 사카 오사무,모든 것이 네트워크로 연결된 미래 도시, 군사독재정권 시아크 공화국의 테러리스트 13인이 자살하는 사건이 벌어진다. ‘공각기동대’로 불리는 공안 9과는 이 연쇄 자살을 ‘전뇌 해킹’을 통한 동일 사건으로 판단하고, 사건의 열쇠를 쥔 해커 ‘꼭두각시 조정자’를 찾아 나선다. 하지만 제1의 용의자로 지목된 시아크 공화국의 독재자 ‘카루마 장군’이 싸늘한 주검으로 발견되고 사건은 점차 미궁 속으로 빠져든다. 그러던 중, 2년 전 행방불명 됐었던 전 멤버 ‘쿠사나기 모토코’가 제2의 용의자로 지목되고, 리더 ‘토구사’의 딸이 납치당하는 등 ‘공각기동대’의 절체절명 위기가 닥쳐오는데…,,,,,,,,
2013,100087,공각기동대 어라이즈 보더: 1 고스트 페인,애니메이션, SF, 액션,키세 카즈치카,사카모토 마아야, 신카기 타루스케, 쥬쿠 잇큐,제 4차 비핵대전 1년 후인 2027년 전쟁의 상처가 채 아물기도 전, 뉴포트시티에서 자주지뢰를 이용한 원인불명의 연쇄 살인사건이 발생하고, 쿠사나기는 자신의 상관인 마무로 중령이 죽기 전 그녀에게 남긴 메시지를 듣고 그의 죽음이 단순 살인사건이 아님을 직감한다. 그러던 중 쿠사나기가 연쇄 살인사건의 용의자로 지목 되면서 또한 중령의 죽음과 연쇄 살인사건이 깊게 연관되어 있다고 판단한 바트, 아라마키, 토구사와 함께 감춰진 사건의 실마리를 추적하기 시작하는데…  숨겨진 진실을 찾기 위한 운명적인 그들의 첫 만남이 시작된다!,,,,,,,
2013,118690,공각기동대 어라이즈 보더: 2 고스트 위스퍼스,애니메이션, 액션, SF, 스릴러,키세 카즈치카,사카모토 마아야, 쥬쿠 잇큐, 사와시로 미유키,501부대에서 독립하고 자신의 부대를 만들기로 결심한 쿠사나기 모토코. 공안 수장 아라마키의 요청을 받고 해킹 당한 구식 전차 로봇 로지코마를 연구소로 이송하는 임무를 맡는데, 이송 중 갑작스레 무장 집단의 습격을 받는다. ‘잠들지 않는 눈’ 바트를 포함한 이들 무장 세력은 바로 전범으로 법정에 서 있는 78부대의 예전 상관 소가 카즈야 대령의 억울함을 증명하기 위해 로지코마를 파괴하려 한 것이다. 쿠사나기는 미군정보부 정보요원 비비와 함께 육군경찰인 버즈, 해병대 에이스 스나이퍼 사이토를 스카우트, 반격에 나서지만 예상치 못한 진실에 맞서게 되는데…,,,,,,,
2013,93752,공범,스릴러,국동석,손예진, 김갑수,15년 전 대한민국을 충격에 빠뜨린 故 한채진 군 유괴살인사건!  공소시효를 앞두고 '다은'은 실제 범인의 목소리에서 세상에서 가장 익숙한 아빠의 존재를 느끼고 그의 과거를 추적하기 시작한다. 파헤치면 파헤칠수록 '다은'은 혼란에 휩싸이고 평생 자신을 위해 모든 것을 바쳐 온 아빠에 대한 잔인한 의심은 커져만 가는데...,,,,,,,,,,,,,,
2013,96387,공정사회,드라마,이지승,장영남, 마동석, 황태광,보험회사에 다니며 10살 딸아이를 홀로 키우는 그녀(장영남 분). 늦은 귀가로 딸의 하교를 챙기지 못한 그날, 딸은 돌아오지 않았다.  만신창이가 되어 돌아온 어린 딸을 안고 오열하는 그녀. 딸을 유린한 성폭행범을 잡기 위한 수사가 진행되지만 담당형사는 절차상 문제를 운운하며 육체적 상처보다 더 가혹한 정신적 고통만을 딸에게 안겨준다. 현재 별거 중인 유명 치과의사인 남편은 자신의 명예가 실추될까 오히려 사건을 은폐하려 전전긍긍 하는데…    빌어먹을 세상. 이 사회는 더 이상 그녀가 바라는 공정사회가 아니다.  어린 아이 하나 제대로 지켜주지 못한 채 방치된 세상,  불의한 사회 속 무관심한 사람들 속에서  그녀는 그녀만의 방법으로 그들을 단죄할 준비를 시작한다.,,,,,,,,,,,
2013,93728,관상,드라마,한재림,송강호, 이정재, 백윤식,얼굴을 보면 그 사람의 모든 것을 꿰뚫어보는 천재 관상가 내경. 처남 ‘팽헌’, 아들 ‘진형’과 산속에 칩거하고 있던 그는 관상 보는 기생 ‘연홍’의 제안으로 한양으로 향하고, 연홍의 기방에서 사람들의 관상을 봐주는 일을 하게 된다. 용한 관상쟁이로 한양 바닥에 소문이 돌던 무렵, ‘내경’은 ‘김종서’로부터 사헌부를 도와 인재를 등용하라는 명을 받아 궁으로 들어가게 되고, ‘수양대군’이 역모를 꾀하고 있음을 알게 된 그는 위태로운 조선의 운명을 바꾸려 한다.,,,,,,,,,
2013,113875,관음 - 욕망의 유희,멜로/로맨스,이세일,강세미, 김원석, 한영웅,세탁소 사장 원석은 공원을 지나가다 벤치에 앉아 무언가 심각한 고민에 잠겨 있는 수정을 지나치게 되는데, 대수롭게 생각하고 있지 않은 원석은 여자 친구 유진과의 즐거운 시간을 보내는 중 급하게 손님 전화를 받는다. 갑자기 일 때문에 가게로 발걸음을 옮기는 원석. 집 앞에서 며칠 전 공원에서 본 수정을 다시 보게 되고 호기심과 본능에 이끌려 수정을 따라가다 수정의 샤워하는 모습을 몰래 훔쳐보게 된다.  치명적인 유혹……. 그리고 결국 원석과 수정은 파격적인 정사를 나누게 되는데…,,,,,,,,,,,,
2013,102128,광고천재 이태백,드라마,박기호, 이소연,진구, 박하선, 조현재,실존인물 이제석 광고 디자이너를 모티브로 창작한 작품으로, 그림에 타고난 재능을 가진 통영 출신 이태백이 고졸 학력을 딛고 서울에서 광고장이로 성공하는 스토리의 드라마.,,,,,,,,,,,
2013,100099,괜찮아 3반,드라마,히로키 류이치,오토다케 히로타다, 코쿠분 타이치, 에이쿠라 나나,신학기를 맞은 5학년 3반. 기대와 설렘으로 등교한 아이들에게 새로운 담임 선생님과의 만남은 늘 흥분되는 순간이다. 하지만 이번 학기, 5학년 3반 아이들의 담임 선생님은 조금 특별하다. 팔과 다리가 없이 전동 휠체어에 의지한 채 자신들에게 아무 것도 해줄 것이 없어 보이는 볼품 없는 모습의 아카오 선생님이기 때문이다. 게다가 아이들과의 첫 만남에서 아카오 선생님은 잘 도와달라고 부탁까지 한다. 이 평범하지 않은 선생님에 대해 아이들은 물론 동료 선생님들까지도 불안한 마음을 감출 수 없는데...,,,,,,,,,,,,
2013,99773,구가의 서,드라마,신우철, 김정현,이승기, 수지,지리산의 수호신 아들인 반인반수 최강치가 한 여자를 사랑하면서 그 누구보다 인간적인 삶을 살기 위해 고군분투하는 내용을 그린 무협 활극.,,,,,,,,,,,,,
2013,101783,구암 허준,드라마,김근홍, 권성창,김주혁, 박진희, 박은빈,조선시대 명의 허준의 일대기를 다뤘던 인기 사극 '허준'을 리메이크한 드라마.,,,,,,,,,,,,
2013,118442,국가가 부른다,,,최일구, 우승민, 방창석,실제 특전사들의 훈련을 방불케 하는 미션을 통해 최후의 1인을 뽑는 대한민국 최초 밀리터리 서바이벌 프로그램,,,,,,,,,,,,,
2013,112285,군사통제구역 팔이공지대,미스터리, 드라마,구모,박그리나, 이승진, 김태헌,남북한이 팽팽하게 대치하고 있는 군사 접경지역 820지대. 육군사관학교를 수석으로 졸업한 엘리트 여자 소위 권진경을 포함한 수색대대 3중대 대원 4명은 ‘야외 종합 훈련’ 철수를 하루 남기고 마지막 순찰을 하고 있다. 한편 사진학과 동아리 준임 일행은 출사를 나왔다가 길을 잃고 군사통제구역 820지대에 들어오게 된다. 이때 정체 모를 한발의 총성이 울리며 준임 일행은 두려움에 빠진다. 그리고 권진경 소위와 대원들은 총성의 진원지를 찾아 나서지만 총성의 진원지로 압박해 갈수록 남한 수색대 대원들은 한 명씩 사라지고 820지대는 점점 정체를 알 수 없는 혼란과 두려움에 빠진다.,,,,,,,,,,,,
2013,119920,굳센토크 도토리,,,박해미, 주영훈, 봉만대,,,,,,,,,,,,,,
2013,106517,굿 닥터,드라마,기민수, 김진우,주원, 문채원, 주상욱,대학병원 소아외과를 배경으로 펼쳐지는 전문의들의 노력과 사랑을 담은 휴먼 메디컬 드라마,,,,,,,,,,,,
2013,87981,굿바이 홈런,다큐멘터리,이정호,,프로구단 입단의 문턱 앞에 선 선수들의 ‘사활을 건 승부’와 관중석 사이 듬성듬성 앉아 있는 학부모와 몇몇 동무들의 ‘열띤 응원소리’가 어우러져 묘한 긴장감을 자아내는 고교야구 경기장. 어느덧 사람들의 관심에서 멀어진 지 오래인 이 곳에서, 인생을 건 승부를 펼치는 선수들이 있다.   거듭된 패배 속에서 ‘만년 꼴찌’ 타이틀을 거머 쥔 원주고등학교 야구부. 열심히만 하면 ‘김광현’이나 홍성흔’ 정도는 거뜬히 될 줄 알았던 원대한 포부는 자취를 감추어 버렸고, ‘성적을 내야 대학이라도 가는데…’라는 자조 섞인 푸념만 내뱉는 선수들의 의지를 고양시켜야 하는 감독과 코치 또한 절망감에 휩싸였다.   좌절감과 패배의식에 휩싸인 원주고 야구부는 기적 같은 ‘끝내기 홈런’을 꿈꾸며 마지막 시합에 도전하는데… 과연, 이들은 첫 승리의 기쁨을 맛볼 수 있을까?,,,,,,,,,,,,
2013,101451,궁중잔혹사 - 꽃들의 전쟁,드라마,노종찬,김현주, 정성운, 이덕화,자신의 야욕을 이루기 위해 인조를 움직여 소현세자를 독살시키고 세자빈 강씨를 음해한 조선 최고의 팜므파탈 소용 조씨와 사랑과 권력을 쟁취하기 위해 스스로 악마가 되어간 왕의 여인들의 처절한 암투를 다룬 이야기.,,,,,,,,,,,,,
