4412,조선족과 북한을 뺀 세상의 모든 한민족 디아스포라에게 존경과 사랑을 보냅니다!
4413,"연출, 대사 다 구닥다리. 돈주고 보지말고 나중에 명절특선으로 보길."
4415,말이 없어도 매력적인 박해일의 이순신. 후반 액션 장면의 스펙타클이 수백년전의 백성들이 느꼈을 쾌감을 준다.
4416,"딱 예상한 대로의 영상, 기대한 만큼의 재미. 오락영화 본연의 목적 달성은 충분했다."
4417,모욕적이군요. 김정도는 정우성의 인생 캐릭터 갱신.
4418,드래곤볼을 좋아하는 사람으로써 완전재미잇습니다!!!!
4419,보고나니 너무 행복해요
4420,"영화에 빠져든다. 스토리 구성도 탄탄하고 무엇보다 BSM과 OST를 절묘하게 배치해서 극중 긴장감을 한껏 끌어올렸다. 반전에 반전과 극중 배우들의 연기력으로 집중할수 밖에 없도록 만들었다. 잘 만든 영화, 챙겨볼만한 영화다."
4421,그냥 킬링타임용으로 제격. 화려한 자동차 추격신 보는맛~
4422,방금보고왔는데..넘잼있었어요..현빈.유해진.다니엘..모두좋아하는배우여서...다들연기짱짱짱..눈호강열심히했어용..진선규배우님도연기짱..
4423,정말이지 최악이네요내 시간 돌려줘ㅠㅠ
4424,드라마부터 영화까지 하루에 다봤다빨리나오자 시즌2
4425,역시 공조1 때처럼 재밌음
4426,이런것도 영화냐.. 한심한 연출..
4427,영화가 전체적으로 너무 재밌어요 현빈님 얼굴보고 세번 지렸어요 너무 섹시하고 그냥 미침
4428,너무 웃겨서 눈물 흘리며 보았고 시간가는 줄 몰랐네요 그런데 두번째 보면 재미가 없어요 니콜라스 케이지의 연기가 돋보이는 영화예요
4429,진짜 무조건 봐야될 영화 남자가 봐도 현빈은 멋있네요..
4430,시간은 잘가는데 영화끝나고 나와서 정리가 안되는 영화
4431,"막판 신파 진짜 어이없다. 2천하고도 2OO이 지난 오늘말에도 그 유명한 배우들을 쓰고도 이런 영화를 만들다니, 감독은 두고두고 욕먹을 것. 한번 보면 안다. 망하는 데는 이유가 있지. 스케일 때문에 평점 2.5점 준다."
4432,국산 블록버스터로 보이나 걍 2022년식 우뢰메 같음 킬링타임용 으로 보았지만 너무 허전함걍개인적으로 싼티남 동남아에선 먹힐거 같음 미안마 캄보디아 쪽 같은곳에선
4433,공조1 훨씬재미짐 2는 질질끄는 느낌많고윤아의 푼수가 반이상 웃기게한듯윤아파는 공조
4435,나도 전투기 타고싶다
4437,기대이상 입니다 :) 김무열 연기 너무 잘함…
